assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerTeamsPlayedFor,playerWeight,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
19,0.5824,1,76,8,0,29,Toronto,CAN,1983-06-13,ON,2,1,2001,Jason,75,8469455,0,1,Spezza,Jason Spezza,CAN,C,R,DAL,215,-13,27,0.3552,2,12,20182019,0,0,19.9078,0.0661,121,796.2105
6,1.0,1,51,12,0,2,Edmonton,CAN,1989-10-06,AB,26,1,2008,Tyler,69,8474589,0,1,Ennis,Tyler Ennis,CAN,L,L,TOR,161,-6,18,0.3529,2,5,20182019,0,0,13.3921,0.1481,81,596.3529
13,0.5695,1,70,7,0,31,Minneapolis,USA,1984-05-01,MN,62,2,2003,David,75,8470655,0,1,Backes,David Backes,USA,R,R,BOS,215,0,20,0.2857,2,7,20182019,0,0,16.7857,0.0542,129,782.3285
40,0.5147,4,82,16,1,21,Bowmanville,CAN,1989-10-02,ON,9,1,2008,Josh,73,8474573,0,1,Bailey,Josh Bailey,CAN,R,L,NYI,212,8,56,0.6829,2,14,20182019,1,1,19.9756,0.1269,126,1009.6585
26,0.375,2,83,13,0,36,St. Gallen,CHE,1996-07-22,,11,1,2014,Kevin,70,8477942,0,1,Fiala,Kevin Fiala,CHE,L,L,"NSH, MIN",193,-23,39,0.4698,2,11,20182019,0,0,19.8795,0.0747,174,938.3373
23,0.0,1,78,5,0,41,Richmond,CAN,1985-04-20,BC,14,1,2003,Brent,75,8470607,0,1,Seabrook,Brent Seabrook,CAN,D,R,CHI,220,-6,28,0.3589,2,10,20182019,0,1,25.8717,0.0303,165,1145.8076
14,0.5555,0,79,6,0,91,Vancouver,CAN,1988-06-07,BC,50,2,2006,Milan,75,8473473,0,1,Lucic,Milan Lucic,CAN,L,L,EDM,231,-9,20,0.2531,2,4,20182019,0,0,18.0,0.081,74,794.1518
7,0.1428,0,68,14,0,28,Guildford,GBR,1996-04-27,,12,1,2014,Brendan,75,8477943,0,1,Perlini,Brendan Perlini,GBR,L,L,"ARI, CHI",211,-17,21,0.3088,2,4,20182019,0,0,15.7205,0.1196,117,696.1029
17,0.32,1,58,13,0,8,Landskrona,SWE,1990-10-06,,24,1,2009,Marcus,73,8475149,0,1,Johansson,Marcus Johansson,SWE,L,L,"NJD, BOS",205,-16,30,0.5172,2,9,20182019,0,0,19.0689,0.113,115,955.4137
21,0.0,4,82,12,0,16,Espoo,FIN,1999-07-18,,3,1,2017,Miro,73,8480036,0,1,Heiskanen,Miro Heiskanen,FIN,D,L,DAL,185,-14,33,0.4024,2,8,20182019,0,1,27.8292,0.0659,182,1386.7926
18,0.5659,2,73,17,0,44,Buffalo,USA,1987-10-31,NY,28,1,2006,Nick,72,8473422,0,1,Foligno,Nick Foligno,USA,L,L,CBJ,202,12,35,0.4794,2,4,20182019,0,0,22.1643,0.1205,141,1062.2328
22,0.0,1,63,9,0,60,Toronto,CAN,1989-05-13,ON,43,2,2007,P.K.,72,8474056,0,1,Subban,P.K. Subban,CAN,D,R,NSH,210,5,31,0.492,2,10,20182019,1,1,27.4761,0.0535,168,1359.8571
13,0.4782,3,65,7,0,40,New Haven,USA,1995-04-20,CT,33,2,2013,Adam,73,8477454,0,1,Erne,Adam Erne,USA,L,L,TBL,214,10,20,0.3076,2,2,20182019,0,0,15.0153,0.1,70,632.8923
43,0.3563,1,82,22,0,16,West Vancouver,CAN,1995-11-06,BC,2,1,2014,Sam,73,8477933,0,1,Reinhart,Sam Reinhart,CAN,C,R,BUF,192,-10,65,0.7926,2,15,20182019,0,0,21.0975,0.1222,180,1137.4634
45,0.0,2,78,14,0,36,Victoria,CAN,1991-07-26,BC,64,3,2009,Tyson,70,8475197,0,1,Barrie,Tyson Barrie,CAN,D,R,COL,190,-3,59,0.7564,2,25,20182019,0,0,23.7179,0.0642,218,1306.5641
21,0.0,2,82,18,0,54,Toronto,CAN,1993-06-17,ON,9,1,2011,Dougie,78,8476462,0,1,Hamilton,Dougie Hamilton,CAN,D,R,CAR,229,0,39,0.4756,2,7,20182019,0,0,24.317,0.0694,259,1180.3536
10,0.1724,2,57,13,0,14,Pori,FIN,1993-05-31,,16,1,2011,Joel,76,8476469,0,1,Armia,Joel Armia,FIN,R,R,MTL,210,0,23,0.4035,2,6,20182019,1,1,21.2807,0.097,134,947.614
3,0.0,1,37,2,0,10,Joensuu,FIN,1993-11-09,,,,,Juuso,72,8480945,0,1,Riikola,Juuso Riikola,FIN,D,L,PIT,189,3,5,0.1351,2,2,20182019,0,0,23.1351,0.0465,43,1001.081
10,0.4281,1,77,12,0,20,Oulu,FIN,1993-04-16,,45,2,2011,Markus,72,8476440,0,1,Granlund,Markus Granlund,FIN,C,L,VAN,180,-4,22,0.2857,2,3,20182019,0,1,21.5974,0.0975,123,902.5324
25,0.4864,1,69,11,0,16,Wilcox,CAN,1992-06-25,SK,14,1,2010,Jaden,70,8475768,0,1,Schwartz,Jaden Schwartz,CAN,L,L,STL,190,-6,36,0.5217,2,5,20182019,0,0,22.8405,0.0601,183,1087.6811
42,0.0,4,70,12,2,44,Ornskoldsvik,SWE,1990-12-18,,2,1,2009,Victor,78,8475167,0,1,Hedman,Victor Hedman,SWE,D,L,TBL,223,24,54,0.7714,2,25,20182019,0,1,24.7714,0.0659,182,1366.2285
9,0.0,1,61,4,0,26,Winnetka,USA,1990-11-19,IL,21,1,2009,John,74,8475186,0,1,Moore,John Moore,USA,D,L,BOS,210,0,13,0.2131,2,3,20182019,0,0,24.8688,0.0412,97,1126.3606
34,0.4345,5,82,27,1,64,Ste-Agathe-des-Monts,CAN,1998-06-24,QC,3,1,2016,Pierre-Luc,75,8479400,0,1,Dubois,Pierre-Luc Dubois,CAN,C,L,CBJ,207,16,61,0.7439,2,9,20182019,0,0,22.1951,0.1551,174,1062.9268
6,0.75,2,20,3,0,6,Fort Wayne,USA,1998-04-27,IN,121,4,2017,Drake,75,8480208,0,1,Batherson,Drake Batherson,USA,R,R,OTT,187,-2,9,0.45,2,3,20182019,0,0,16.9,0.1666,18,804.9
22,0.2,2,82,18,1,45,Halifax,CAN,1989-09-14,NS,77,3,2007,Alex,73,8473986,0,1,Killorn,Alex Killorn,CAN,L,L,TBL,196,22,40,0.4878,2,5,20182019,1,2,19.9024,0.1176,153,892.4634
47,0.0,2,64,6,1,33,Livonia,USA,1991-04-12,MI,,,,Torey,69,8476792,0,1,Krug,Torey Krug,USA,D,L,BOS,186,-2,53,0.8281,2,30,20182019,0,0,24.9843,0.0397,151,1278.0156
18,0.2916,2,82,15,0,22,Eden,USA,1993-12-21,NY,,,,Alex,72,8480113,0,1,Iafallo,Alex Iafallo,USA,L,L,LAK,188,-17,33,0.4024,2,6,20182019,0,0,22.1585,0.1013,148,1009.7804
16,0.5,4,62,21,0,15,Aalborg,DNK,1996-02-14,,9,1,2014,Nikolaj,72,8477940,0,1,Ehlers,Nikolaj Ehlers,DNK,L,L,WPG,172,2,37,0.5967,2,7,20182019,0,0,19.1935,0.1329,158,945.6774
18,0.5093,4,81,10,0,36,Umea,SWE,1995-09-05,,97,4,2014,Lucas,72,8478027,0,1,Wallmark,Lucas Wallmark,SWE,C,L,CAR,178,-8,28,0.3456,2,7,20182019,0,0,21.7654,0.0763,131,887.5185
28,0.4767,3,82,25,1,28,Warroad,USA,1991-10-15,MN,30,1,2010,Brock,75,8475754,0,1,Nelson,Brock Nelson,USA,C,L,NYI,212,20,53,0.6463,2,8,20182019,1,1,22.2926,0.1381,181,1078.3292
63,0.579,4,82,22,1,24,Hearst,CAN,1988-01-12,ON,22,1,2006,Claude,71,8473512,0,1,Giroux,Claude Giroux,CAN,C,R,PHI,185,9,85,1.0365,2,23,20182019,1,1,26.0731,0.096,229,1287.4024
16,0.3,2,81,17,0,20,Gävle,SWE,1996-08-15,,138,5,2014,Oskar,73,8478067,0,1,Lindblom,Oskar Lindblom,SWE,L,L,PHI,191,-9,33,0.4074,2,3,20182019,0,0,18.9135,0.1049,162,824.6296
17,0.3793,0,65,10,0,14,Winnipeg,CAN,1984-03-01,MB,24,1,2002,Alexander,72,8470257,0,1,Steen,Alexander Steen,SWE,L,L,STL,211,2,27,0.4153,2,5,20182019,1,2,21.9846,0.0877,114,950.4769
71,0.3522,3,82,20,0,60,Plymouth,USA,1986-08-31,MN,5,1,2004,Blake,77,8471218,0,1,Wheeler,Blake Wheeler,USA,R,R,WPG,225,0,91,1.1097,2,33,20182019,2,3,24.1341,0.0865,231,1242.5853
40,0.0,3,65,16,1,48,Montreal,CAN,1987-04-24,QC,62,3,2005,Kris,72,8471724,0,1,Letang,Kris Letang,CAN,D,R,PIT,201,13,56,0.8615,2,19,20182019,1,2,29.5846,0.0776,206,1557.5538
36,0.0,3,80,8,1,47,Borlange,SWE,1990-05-24,,102,4,2009,Mattias,76,8475218,0,1,Ekholm,Mattias Ekholm,SWE,D,L,NSH,215,27,44,0.55,2,7,20182019,0,2,28.6,0.0547,146,1401.8375
19,0.4114,4,76,10,0,13,Ajax,CAN,1994-07-19,ON,61,2,2012,Devin,73,8476913,0,1,Shore,Devin Shore,CAN,C,L,"DAL, ANA",205,-12,29,0.3815,2,5,20182019,2,2,20.5,0.1219,82,855.6052
20,0.0,1,73,6,0,35,Hermantown,USA,1995-07-29,MN,,,,Neal,72,8480145,0,1,Pionk,Neal Pionk,USA,D,R,NYR,186,-16,26,0.3561,2,13,20182019,0,1,27.3698,0.0454,132,1269.9452
2,0.0,0,6,2,0,2,Ornskoldsvik,SWE,1995-07-18,,181,7,2014,Victor,71,8478109,0,1,Olofsson,Victor Olofsson,SWE,L,L,BUF,181,1,4,0.6666,2,2,20182019,0,0,20.8333,0.0952,21,1081.0
12,0.4545,1,63,7,0,28,Whitby,CAN,1987-09-03,ON,33,2,2005,James,75,8471707,0,1,Neal,James Neal,CAN,L,L,CGY,212,-5,19,0.3015,2,6,20182019,0,0,19.873,0.0496,141,897.492
18,0.4,3,74,10,0,64,St. Louis,USA,1988-04-23,MO,161,6,2007,Pat,75,8474034,0,1,Maroon,Pat Maroon,USA,L,L,STL,225,-3,28,0.3783,2,11,20182019,0,0,17.3918,0.0847,118,850.1756
9,0.4812,0,70,14,0,39,Hull,CAN,1987-09-22,QC,6,1,2006,Derick,73,8473544,0,1,Brassard,Derick Brassard,CAN,C,L,"PIT, FLA, COL",202,-19,23,0.3285,2,5,20182019,0,0,20.0857,0.1272,110,899.7142
25,0.5433,3,72,13,0,20,Regina,CAN,1986-03-19,SK,,,,Tyler,73,8475098,0,1,Bozak,Tyler Bozak,CAN,C,R,STL,199,-3,38,0.5277,2,8,20182019,0,0,21.3055,0.0921,141,980.9305
4,0.0,1,31,6,0,27,Peterborough,CAN,1985-05-16,ON,28,1,2003,Corey,75,8470621,0,1,Perry,Corey Perry,CAN,R,R,ANA,206,-16,10,0.3225,2,4,20182019,0,0,18.4516,0.1016,59,889.3548
9,0.2,0,32,4,0,2,Denver,USA,1997-09-10,CO,148,5,2015,Troy,73,8478873,0,1,Terry,Troy Terry,USA,R,R,ANA,178,8,13,0.4062,2,6,20182019,0,0,18.2812,0.16,25,836.75
41,0.0,4,82,15,0,42,Bern,CHE,1990-06-01,,38,2,2008,Roman,73,8474600,0,1,Josi,Roman Josi,CHE,D,L,NSH,201,9,56,0.6829,2,12,20182019,0,1,28.7682,0.0547,274,1509.9268
28,0.3888,1,71,7,0,6,Brondby,DNK,1989-12-16,,8,1,2008,Mikkel,72,8474571,0,1,Boedker,Mikkel Boedker,DNK,L,L,OTT,210,-23,35,0.4929,2,7,20182019,0,0,17.9859,0.0795,88,841.3661
26,0.0,2,82,9,1,22,Elkhorn,CAN,1996-03-29,MB,17,1,2014,Travis,75,8477948,0,1,Sanheim,Travis Sanheim,CAN,D,L,PHI,181,-4,35,0.4268,2,5,20182019,0,0,24.5243,0.0743,121,1173.5121
20,0.4641,1,74,9,0,25,Toronto,CAN,1993-07-28,ON,,,,Evan,70,8478542,0,1,Rodrigues,Evan Rodrigues,CAN,L,R,BUF,176,-7,29,0.3918,2,4,20182019,0,3,20.6486,0.0535,168,949.4189
22,0.4586,2,81,12,0,20,E. Weymouth,USA,1992-03-02,MA,28,1,2010,Charlie,75,8475745,0,1,Coyle,Charlie Coyle,USA,C,R,"MIN, BOS",220,-1,34,0.4197,1,4,20182019,1,1,20.6913,0.0774,155,1006.6172
0,0.4642,0,18,2,0,6,Brighton,USA,1995-08-18,MI,,,,Joel,74,8480769,0,1,L'Esperance,Joel L'Esperance,USA,C,R,DAL,210,-4,2,0.1111,1,1,20182019,0,0,18.3333,0.0833,24,734.8888
2,0.3939,0,13,3,0,6,Belleville,CAN,1993-02-25,ON,166,6,2013,Alan,72,8476409,0,1,Quine,Alan Quine,CAN,C,L,CGY,203,0,5,0.3846,1,1,20182019,0,0,13.2307,0.2727,11,569.8461
24,0.5,3,78,20,1,27,Kuopio,FIN,1996-07-23,,22,1,2014,Kasperi,73,8477953,0,1,Kapanen,Kasperi Kapanen,FIN,R,R,TOR,192,12,44,0.5641,1,3,20182019,2,2,23.141,0.1149,174,996.6794
11,0.0,1,58,5,0,58,Kosice,SVK,1997-05-28,,43,2,2015,Erik,76,8478416,0,1,Cernak,Erik Cernak,SVK,D,R,TBL,225,25,16,0.2758,1,1,20182019,0,0,24.4137,0.0467,107,1155.0517
15,0.0,1,69,5,0,43,Brockville,CAN,1993-04-20,ON,147,5,2012,Ben,74,8477018,0,1,Hutton,Ben Hutton,CAN,D,L,VAN,206,-23,20,0.2898,1,8,20182019,0,1,27.6521,0.0438,114,1341.3478
15,0.5142,3,73,16,0,4,Repentigny,CAN,1982-11-30,QC,55,2,2001,Jason,71,8469506,0,1,Pominville,Jason Pominville,USA,R,R,BUF,180,-4,31,0.4246,1,2,20182019,0,0,16.8767,0.1194,134,747.8356
18,0.4862,4,80,29,0,28,Spokane,USA,1990-07-29,WA,,,,Tyler,68,8474870,0,1,Johnson,Tyler Johnson,USA,C,R,TBL,183,15,47,0.5875,1,8,20182019,1,1,20.625,0.1779,163,956.9
16,0.4621,2,78,19,0,31,Stratford,CAN,1996-05-31,ON,24,1,2014,Jared,73,8477955,0,1,McCann,Jared McCann,CAN,C,L,"FLA, PIT",185,-1,35,0.4487,1,3,20182019,4,4,21.7435,0.1266,150,871.5384
15,0.0,0,66,3,0,68,Charlestown,USA,1994-01-05,MA,85,3,2012,Matt,69,8476891,0,1,Grzelcyk,Matt Grzelcyk,USA,D,L,BOS,174,9,18,0.2727,1,6,20182019,0,0,25.0303,0.0333,90,1147.8636
26,0.0,0,73,2,0,20,New Rochelle,USA,1989-01-29,NY,14,1,2007,Kevin,72,8474031,0,1,Shattenkirk,Kevin Shattenkirk,USA,D,R,NYR,206,-15,28,0.3835,1,7,20182019,0,0,23.0821,0.0135,148,1136.3835
15,0.5308,3,75,15,1,23,North Vancouver,CAN,1993-11-05,BC,50,2,2012,Colton,73,8476925,0,1,Sissons,Colton Sissons,CAN,C,R,NSH,200,20,30,0.4,1,2,20182019,0,1,22.0266,0.1351,111,962.6533
9,0.3333,2,30,11,0,2,Kadan,CZE,1995-11-08,,205,7,2014,Ondrej,71,8478131,0,1,Kase,Ondrej Kase,CZE,R,R,ANA,186,0,20,0.6666,1,4,20182019,0,0,19.7666,0.117,94,939.4666
2,0.6666,0,12,2,0,4,Calgary,CAN,1998-03-02,AB,8,1,2016,Alexander,73,8479423,0,1,Nylander,Alexander Nylander,CAN,R,R,BUF,192,-4,4,0.3333,1,1,20182019,0,0,15.8333,0.125,16,731.5833
1,0.5921,0,7,1,0,4,Pisek,CZE,1987-02-20,,17,1,2005,Martin,78,8471691,0,1,Hanzal,Martin Hanzal,CZE,C,L,DAL,230,-4,2,0.2857,1,1,20182019,0,0,20.0,0.0714,14,771.8571
3,0.5569,1,60,5,0,44,Livonia,USA,1984-08-31,MI,23,1,2003,Ryan,74,8470616,0,1,Kesler,Ryan Kesler,USA,C,R,ANA,206,-19,8,0.1333,1,3,20182019,0,0,22.6333,0.0581,86,989.9166
3,0.5,0,23,2,0,10,Orsk,RUS,1996-08-12,,42,2,2014,Vladislav,74,8477973,0,1,Kamenev,Vladislav Kamenev,RUS,C,L,COL,194,-2,5,0.2173,1,1,20182019,1,1,12.826,0.0909,22,542.3478
0,0.0,0,17,1,0,8,White Rock,CAN,1984-11-13,BC,,,,Jason,73,8474520,0,1,Garrison,Jason Garrison,CAN,D,L,EDM,218,1,1,0.0588,1,1,20182019,0,0,17.9411,0.0625,16,761.7647
3,0.25,2,33,8,0,9,Oakville,CAN,1997-05-05,ON,,,,Matt,74,8479644,0,1,Luff,Matt Luff,CAN,R,R,LAK,196,-2,11,0.3333,1,1,20182019,0,0,16.1515,0.1777,45,666.9696
3,0.0,0,35,3,0,22,Ann Arbor,USA,1988-09-24,MI,93,4,2007,Steven,71,8474000,0,1,Kampfer,Steven Kampfer,USA,D,R,BOS,198,-6,6,0.1714,1,2,20182019,0,0,20.3714,0.075,40,877.5428
28,0.0,2,80,5,0,12,Boston,USA,1997-01-25,MA,5,1,2015,Noah,75,8478396,0,1,Hanifin,Noah Hanifin,USA,D,L,CGY,215,18,33,0.4125,1,5,20182019,1,2,25.9375,0.0431,116,1246.4
9,0.0,1,62,3,1,30,Estevan,CAN,1994-01-16,SK,8,1,2012,Derrick,72,8476884,0,1,Pouliot,Derrick Pouliot,CAN,D,L,VAN,196,-1,12,0.1935,1,1,20182019,0,0,22.629,0.0517,58,1029.5
16,0.0,1,74,3,0,25,Edmonton,CAN,1984-01-19,AB,61,2,2002,Johnny,74,8470187,0,1,Boychuk,Johnny Boychuk,CAN,D,R,NYI,227,10,19,0.2567,1,3,20182019,0,1,25.1891,0.0191,157,1129.7837
22,0.541,3,77,16,0,42,Dorchester,CAN,1993-06-15,ON,37,2,2011,Boone,74,8476432,0,1,Jenner,Boone Jenner,CAN,C,L,CBJ,206,6,38,0.4935,1,3,20182019,1,1,22.1428,0.0941,170,1023.8701
0,0.0,0,7,1,0,2,Oakville,CAN,1999-10-20,ON,10,1,2018,Evan,75,8480803,0,1,Bouchard,Evan Bouchard,CAN,D,R,EDM,194,-5,1,0.1428,1,1,20182019,0,0,16.0,0.1,10,741.2857
41,0.0,2,70,14,1,32,Sainte-Marie,CAN,1997-01-30,QC,18,1,2015,Thomas,74,8478469,0,1,Chabot,Thomas Chabot,CAN,D,L,OTT,196,-12,55,0.7857,1,16,20182019,1,1,27.6571,0.0756,185,1457.3285
18,0.3333,2,81,11,0,22,Gothenburg,SWE,1985-07-17,,33,2,2003,Loui,74,8470626,0,1,Eriksson,Loui Eriksson,SWE,L,L,VAN,179,-11,29,0.358,1,3,20182019,0,0,20.5925,0.1028,107,843.9012
29,0.5466,2,50,13,0,30,Quebec City,CAN,1985-12-27,QC,44,2,2005,Paul,72,8471669,0,1,Stastny,Paul Stastny,USA,C,L,VGK,193,14,42,0.84,1,4,20182019,1,2,20.12,0.1262,103,1086.24
17,0.0,1,80,8,1,41,Virginia,USA,1986-12-06,MN,28,1,2005,Matt,73,8471702,0,1,Niskanen,Matt Niskanen,USA,D,R,WSH,203,-3,25,0.3125,1,2,20182019,0,1,23.8625,0.0559,143,1315.8875
18,0.0,0,46,5,0,30,Hradec Králové,CZE,1997-11-02,,53,2,2016,Filip,72,8479425,0,1,Hronek,Filip Hronek,CZE,D,R,DET,170,-10,23,0.5,1,5,20182019,0,1,26.1086,0.0684,73,1197.6521
13,0.0,2,48,5,1,4,Abbotsford,CAN,1994-02-21,BC,108,4,2014,Devon,73,8478038,0,1,Toews,Devon Toews,CAN,D,L,NYI,191,7,18,0.375,1,4,20182019,0,0,22.4583,0.0617,81,1073.7291
13,0.35,4,76,12,0,14,Klagenfurt,AUT,1995-02-09,,23,1,2013,Andre,75,8477444,0,1,Burakovsky,Andre Burakovsky,SWE,L,L,WSH,201,2,25,0.3289,1,1,20182019,0,0,13.9473,0.12,100,667.5263
13,0.5048,0,71,6,0,38,Muskegon,USA,1987-02-25,MI,42,2,2005,Justin,74,8471716,0,1,Abdelkader,Justin Abdelkader,USA,L,L,DET,214,-14,19,0.2676,1,2,20182019,1,1,20.6338,0.0631,95,924.0281
33,0.3333,5,82,14,0,24,Chesterfield,USA,1998-07-29,MO,7,1,2016,Clayton,70,8479343,0,1,Keller,Clayton Keller,USA,C,L,ARI,170,-21,47,0.5731,1,19,20182019,0,0,23.2317,0.07,200,1094.1097
20,0.4673,2,81,7,0,35,Belleville,CAN,1993-07-20,ON,68,3,2011,Nick,71,8476393,0,1,Cousins,Nick Cousins,CAN,C,L,ARI,185,-8,27,0.3333,1,3,20182019,0,0,18.9135,0.0486,144,812.679
18,0.5121,3,72,13,1,27,Winnipeg,CAN,1998-09-19,MB,2,1,2017,Nolan,74,8479974,0,1,Patrick,Nolan Patrick,CAN,C,R,PHI,198,-8,31,0.4305,1,2,20182019,0,0,20.6111,0.113,115,904.9583
5,0.5,0,65,7,0,20,Phoenix,USA,1997-10-30,AZ,26,1,2016,Tage,78,8479420,0,1,Thompson,Tage Thompson,USA,R,R,BUF,205,-22,12,0.1846,1,1,20182019,0,0,15.8615,0.0648,108,727.7846
2,0.0,0,12,2,0,0,Ottawa,CAN,1995-12-12,ON,,,,Max,72,8480314,0,1,Veronneau,Max Veronneau,CAN,R,R,OTT,190,-5,4,0.3333,1,1,20182019,0,0,15.9166,0.1333,15,751.25
18,0.0,2,59,5,1,20,Windsor,CAN,1991-12-05,ON,12,1,2010,Cam,74,8475764,0,1,Fowler,Cam Fowler,USA,D,L,ANA,206,-14,23,0.3898,1,6,20182019,0,1,29.2711,0.0568,88,1402.0677
18,0.25,4,81,17,0,21,Boston,USA,1993-05-26,MA,66,3,2012,Jimmy,75,8476918,0,1,Vesey,Jimmy Vesey,USA,L,L,NYR,199,-6,35,0.432,1,4,20182019,0,0,20.753,0.1103,154,963.4444
10,0.4561,4,81,18,0,8,Sorel-Tracy,CAN,1997-06-08,QC,28,1,2015,Anthony,71,8478463,0,1,Beauvillier,Anthony Beauvillier,CAN,L,L,NYI,182,1,28,0.3456,1,2,20182019,0,0,17.716,0.1153,156,878.5308
24,1.0,0,76,3,0,16,Grand Rapids,USA,1985-07-30,MN,61,2,2004,Alex,71,8471274,0,1,Goligoski,Alex Goligoski,USA,D,L,ARI,185,-7,27,0.3552,1,7,20182019,0,2,24.7105,0.0294,102,1249.0131
5,0.553,1,20,2,0,2,Palos,USA,1996-02-02,IL,58,2,2014,Christian,72,8477989,0,1,Dvorak,Christian Dvorak,USA,C,L,ARI,195,-2,7,0.35,1,1,20182019,0,0,20.25,0.08,25,863.1
23,0.1,4,80,14,0,10,Raahe,FIN,1992-04-13,,99,4,2010,Joonas,72,8475820,0,1,Donskoi,Joonas Donskoi,FIN,R,R,SJS,190,10,37,0.4625,1,3,20182019,0,0,18.3625,0.1217,115,805.3875
16,0.5015,1,79,10,0,12,Gävle,SWE,1991-09-25,,51,2,2010,Calle,71,8475714,0,1,Jarnkrok,Calle Jarnkrok,SWE,C,R,NSH,186,13,26,0.3291,1,2,20182019,1,1,21.367,0.0943,106,925.8227
22,0.4573,1,78,15,0,14,Yaroslavl,RUS,1988-05-24,,54,2,2006,Artem,76,8473573,0,1,Anisimov,Artem Anisimov,RUS,C,L,CHI,198,-2,37,0.4743,1,4,20182019,1,1,20.6538,0.1056,142,980.5641
28,0.0,1,80,9,0,47,Woodstock,CAN,1989-02-21,ON,141,5,2007,Jake,75,8474162,0,1,Muzzin,Jake Muzzin,CAN,D,L,"LAK, TOR",213,21,37,0.4625,1,5,20182019,0,1,27.625,0.0638,141,1280.4875
9,0.4375,1,37,7,0,39,Ann Arbor,USA,1992-01-13,MI,18,1,2010,Austin,76,8475766,0,1,Watson,Austin Watson,USA,L,R,NSH,204,11,16,0.4324,1,1,20182019,0,0,20.1081,0.1093,64,869.5945
23,0.4573,2,79,11,0,26,Pori,FIN,2000-07-06,,3,1,2018,Jesperi,74,8480829,0,1,Kotkaniemi,Jesperi Kotkaniemi,FIN,C,L,MTL,184,1,34,0.4303,1,5,20182019,0,0,18.3797,0.082,134,824.4936
25,0.0,1,79,9,1,24,Chatham,CAN,1990-06-07,ON,114,4,2008,TJ,73,8474673,0,1,Brodie,TJ Brodie,CAN,D,L,CGY,185,29,34,0.4303,1,4,20182019,1,1,26.3797,0.0882,102,1288.2658
2,0.2222,2,53,4,0,57,Orangeville,CAN,1993-07-01,ON,44,2,2011,Brett,76,8476439,0,1,Ritchie,Brett Ritchie,CAN,R,R,DAL,220,-7,6,0.1132,1,1,20182019,0,0,15.3584,0.0701,57,576.283
38,0.0,2,78,5,1,38,Turku,FIN,1994-10-27,,8,1,2013,Rasmus,76,8477499,0,1,Ristolainen,Rasmus Ristolainen,FIN,D,R,BUF,215,-41,43,0.5512,1,17,20182019,0,0,26.6153,0.0274,182,1478.4871
34,0.0,2,82,7,0,20,Hamilton,CAN,1991-01-03,ON,11,1,2009,Ryan,70,8475176,0,1,Ellis,Ryan Ellis,CAN,D,R,NSH,180,21,41,0.5,1,5,20182019,1,1,28.2926,0.0469,149,1440.8536
19,0.5095,3,78,22,0,16,Winnipeg,CAN,1991-05-24,MB,85,3,2009,Cody,72,8475236,0,1,Eakin,Cody Eakin,CAN,C,L,VGK,190,19,41,0.5256,1,4,20182019,3,3,18.2179,0.1833,120,922.7564
20,0.0,1,63,7,0,18,Moscow,RUS,1995-10-07,,27,1,2014,Nikolay,71,8477958,0,1,Goldobin,Nikolay Goldobin,RUS,R,L,VAN,196,-10,27,0.4285,1,9,20182019,0,1,19.7301,0.0666,105,899.3809
2,0.5384,0,27,1,0,14,Excelsior,USA,1995-02-06,MN,,,,Vinni,71,8479968,0,1,Lettieri,Vinni Lettieri,USA,C,R,NYR,191,-7,3,0.1111,1,2,20182019,0,0,13.2962,0.025,40,609.3333
14,0.0,1,63,10,0,91,Buffalo,USA,1995-09-13,NY,100,4,2013,Miles,74,8477425,0,1,Wood,Miles Wood,USA,L,L,NJD,195,-10,24,0.3809,1,3,20182019,0,0,17.6666,0.0628,159,821.6507
5,0.0,0,30,1,0,4,Pelhrimov,CZE,1993-10-05,,49,2,2012,Martin,73,8476924,0,1,Frk,Martin Frk,CZE,R,R,DET,205,-9,6,0.2,1,1,20182019,0,0,12.9666,0.0357,28,551.1333
26,0.0,1,78,4,0,18,Sun Prairie,USA,1995-01-06,WI,123,5,2013,Will,70,8477355,0,1,Butcher,Will Butcher,USA,D,L,NJD,190,-17,30,0.3846,1,14,20182019,0,0,23.1282,0.037,108,1156.4743
13,0.0,1,60,1,0,12,Jyväskylä,FIN,1994-08-22,,22,1,2012,Olli,74,8476874,0,1,Maatta,Olli Maatta,FIN,D,L,PIT,206,9,14,0.2333,1,4,20182019,0,0,25.4166,0.0135,74,1115.4
26,0.0,0,65,3,0,44,Sault Ste. Marie,CAN,1992-10-29,ON,151,5,2012,Colin,73,8476525,0,1,Miller,Colin Miller,CAN,D,R,VGK,196,0,29,0.4461,1,13,20182019,0,0,24.323,0.0229,131,1178.7538
15,0.5035,1,81,15,0,54,Vitkov,CZE,1994-01-09,,13,1,2012,Radek,75,8476889,0,1,Faksa,Radek Faksa,CZE,C,L,DAL,220,-3,30,0.3703,1,3,20182019,1,2,24.1111,0.1315,114,985.7901
