assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerTeamsPlayedFor,playerWeight,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
30,0.4105,5,78,26,2,29,Wheaton,USA,1992-03-09,IL,203,7,2011,Ryan,72,8476288,0,1,Dzingel,Ryan Dzingel,USA,C,L,"OTT, CBJ",190,-9,56,0.7179,5,11,20182019,0,0,20.2948,0.1635,159,1008.8974
35,0.0,5,64,10,0,12,Gothenburg,SWE,1992-08-14,,131,5,2010,John,74,8475906,0,1,Klingberg,John Klingberg,SWE,D,R,DAL,180,6,45,0.7031,5,20,20182019,0,0,26.8593,0.0653,153,1471.8281
26,0.4339,1,75,30,0,153,Vancouver,CAN,1991-08-02,BC,4,1,2009,Evander,74,8475169,0,1,Kane,Evander Kane,CAN,L,L,SJS,210,-4,56,0.7466,5,11,20182019,1,2,23.12,0.1119,268,1104.6266
15,0.4354,0,77,9,0,4,Columbus,USA,1997-01-29,OH,25,1,2015,Jack,73,8478458,0,1,Roslovic,Jack Roslovic,USA,C,R,WPG,187,-2,24,0.3116,5,7,20182019,0,0,13.1818,0.1216,74,584.5974
26,0.5335,5,80,22,1,66,Saint-Narcisse,CAN,1991-12-15,QC,,,,Yanni,69,8476826,0,1,Gourde,Yanni Gourde,CAN,C,L,TBL,172,9,48,0.6,5,9,20182019,1,2,19.9625,0.1692,130,950.3
19,0.0,3,58,14,0,28,Sicamous,CAN,1985-08-14,BC,49,2,2003,Shea,76,8470642,0,1,Weber,Shea Weber,CAN,D,R,MTL,229,15,33,0.5689,5,6,20182019,0,0,27.1034,0.0843,166,1409.0172
20,0.5126,1,76,13,0,42,London,CAN,1985-01-01,ON,11,1,2003,Jeff,75,8470604,0,1,Carter,Jeff Carter,CAN,C,R,LAK,219,-20,33,0.4342,5,13,20182019,1,2,24.0394,0.0747,174,1089.4736
21,0.0,1,82,11,0,33,Vantaa,FIN,1994-05-23,,74,3,2012,Esa,75,8476902,0,1,Lindell,Esa Lindell,FIN,D,L,DAL,215,14,32,0.3902,4,7,20182019,2,2,28.2195,0.0833,132,1459.5975
33,0.2564,4,80,25,0,34,Ilava,SVK,1990-12-01,,60,2,2009,Tomas,70,8475193,0,1,Tatar,Tomas Tatar,SVK,L,L,MTL,182,21,58,0.725,4,8,20182019,0,0,21.7125,0.1282,195,984.5625
26,0.5249,5,82,15,1,26,Edmonton,CAN,1987-11-12,AB,12,1,2006,Bryan,72,8473412,0,1,Little,Bryan Little,CAN,C,R,WPG,191,-12,41,0.5,4,7,20182019,0,2,20.9634,0.119,126,949.9634
37,0.475,5,72,17,1,40,Saskatoon,CAN,1991-08-22,SK,5,1,2009,Brayden,73,8475170,0,1,Schenn,Brayden Schenn,CAN,C,L,STL,200,3,54,0.75,4,12,20182019,0,0,22.8055,0.1069,159,1115.3888
16,0.5081,1,55,7,1,33,New Westminster,CAN,1989-08-14,BC,3,1,2007,Kyle,73,8474068,0,1,Turris,Kyle Turris,CAN,C,R,NSH,190,-6,23,0.4181,4,6,20182019,0,0,20.1636,0.0897,78,941.5272
9,1.0,1,52,7,0,16,Langley,CAN,1998-02-15,BC,20,1,2016,Dennis,73,8479395,0,1,Cholowski,Dennis Cholowski,CAN,D,L,DET,195,-20,16,0.3076,4,9,20182019,0,0,23.4423,0.0985,71,1095.1923
14,0.5555,2,71,13,0,93,Holland Landing,CAN,1996-06-20,ON,4,1,2014,Sam,73,8477935,0,1,Bennett,Sam Bennett,CAN,C,L,CGY,195,-6,27,0.3802,4,6,20182019,0,0,17.9718,0.113,115,797.3943
12,0.4887,2,61,13,0,15,Brno,CZE,1997-04-06,,6,1,2015,Pavel,75,8478401,0,1,Zacha,Pavel Zacha,CZE,C,L,NJD,210,-6,25,0.4098,4,6,20182019,2,3,20.0655,0.1313,99,964.7704
28,0.552,5,73,16,0,43,London,CAN,1990-10-06,ON,7,1,2009,Nazem,72,8475172,0,1,Kadri,Nazem Kadri,CAN,C,L,TOR,192,-2,44,0.6027,4,13,20182019,0,0,20.5342,0.0869,184,971.3835
8,0.0,0,56,7,0,20,Quebec City,CAN,1997-11-05,QC,133,5,2016,Maxime,73,8479320,0,1,Lajoie,Maxime Lajoie,CAN,D,L,OTT,183,-25,15,0.2678,4,8,20182019,0,0,24.875,0.0886,79,1134.3392
15,0.4905,3,82,15,0,44,Drummondville,CAN,1988-01-05,QC,177,6,2006,Mathieu,70,8473618,0,1,Perreault,Mathieu Perreault,CAN,L,L,WPG,188,-1,30,0.3658,4,7,20182019,0,0,16.4634,0.1578,95,733.9268
34,0.4942,4,75,13,0,30,East Palestine,USA,1993-03-14,OH,15,1,2011,J.T.,73,8476468,0,1,Miller,J.T. Miller,USA,C,L,TBL,218,8,47,0.6266,4,20,20182019,0,0,18.1333,0.1203,108,879.8933
23,0.4899,3,71,22,1,75,Scottsdale,USA,1999-09-16,AZ,4,1,2018,Brady,75,8480801,0,1,Tkachuk,Brady Tkachuk,USA,L,L,OTT,196,-10,45,0.6338,4,10,20182019,0,0,20.3098,0.1028,214,961.4929
15,0.3767,3,70,11,0,14,St. Albert,CAN,1998-03-14,AB,10,1,2016,Tyson,71,8479370,0,1,Jost,Tyson Jost,CAN,C,L,COL,191,-2,26,0.3714,4,5,20182019,0,0,16.3285,0.0964,114,780.3571
34,0.7142,1,74,19,0,14,Mimico,CAN,1991-04-01,ON,69,3,2009,Reilly,72,8475191,0,1,Smith,Reilly Smith,CAN,R,L,VGK,185,13,53,0.7162,4,14,20182019,1,4,21.1216,0.1067,178,1096.2972
16,0.4758,2,81,19,2,64,Mississauga,CAN,1993-07-11,ON,5,1,2011,Ryan,73,8476458,0,1,Strome,Ryan Strome,CAN,C,R,"EDM, NYR",194,-3,35,0.432,4,7,20182019,0,0,20.4691,0.1727,110,934.2345
20,0.28,1,64,16,0,26,Vienna,AUT,1984-01-19,,5,1,2003,Thomas,74,8470598,0,1,Vanek,Thomas Vanek,AUT,L,R,DET,214,-12,36,0.5625,4,11,20182019,0,0,18.5625,0.1481,108,846.6875
27,0.5603,1,78,15,0,38,Vancouver,CAN,1994-08-11,BC,150,5,2012,Alexander,70,8477021,0,1,Kerfoot,Alexander Kerfoot,CAN,C,L,COL,175,-9,42,0.5384,4,16,20182019,0,0,19.0512,0.1293,116,892.9487
16,0.4918,3,66,16,0,31,Northbrook,USA,1995-04-08,IL,35,2,2013,J.T.,72,8477456,0,1,Compher,J.T. Compher,USA,L,R,COL,193,-8,32,0.4848,4,9,20182019,3,3,21.8333,0.1355,118,1048.5454
17,0.4814,2,76,21,0,20,Madison,USA,1989-09-05,WI,98,4,2009,Craig,73,8475225,0,1,Smith,Craig Smith,USA,R,R,NSH,208,11,38,0.5,4,8,20182019,0,0,20.3289,0.1024,205,907.5526
29,1.0,0,82,14,0,20,Edmonton,CAN,1989-11-29,AB,156,6,2008,Jared,69,8474716,0,1,Spurgeon,Jared Spurgeon,CAN,D,R,MIN,167,-1,43,0.5243,4,11,20182019,0,1,26.4634,0.0921,152,1448.6829
25,1.0,1,79,12,1,20,Langley,CAN,1995-08-03,BC,26,1,2013,Shea,74,8477447,0,1,Theodore,Shea Theodore,CAN,D,L,VGK,195,-4,37,0.4683,4,9,20182019,0,1,24.5316,0.0594,202,1206.2025
10,0.3593,0,62,8,0,29,Surrey,CAN,1999-04-17,BC,9,1,2017,Michael,78,8479992,0,1,Rasmussen,Michael Rasmussen,CAN,C,L,DET,221,-8,18,0.2903,4,4,20182019,0,0,16.3548,0.1081,74,724.5645
5,0.5555,2,47,13,0,12,Scituate,USA,1996-03-11,MA,123,5,2015,Conor,70,8478856,0,1,Garland,Conor Garland,USA,R,R,ARI,165,1,18,0.3829,4,6,20182019,0,0,17.234,0.1101,118,767.4042
19,0.4509,4,82,33,0,49,Edmonton,CAN,1992-05-06,AB,147,5,2010,Brendan,69,8475848,0,1,Gallagher,Brendan Gallagher,CAN,R,R,MTL,184,10,52,0.6341,4,7,20182019,0,0,21.6463,0.1092,302,983.817
21,0.5123,3,82,16,0,28,Aneroid,CAN,1979-09-15,SK,2,1,1997,Patrick,74,8466139,0,1,Marleau,Patrick Marleau,CAN,C,L,TOR,218,-6,37,0.4512,4,10,20182019,0,0,21.6341,0.0993,161,980.6707
18,0.0,3,80,10,1,15,St. Albert,CAN,1993-05-12,AB,86,3,2012,Colton,78,8476892,0,1,Parayko,Colton Parayko,CAN,D,R,STL,230,20,28,0.35,4,8,20182019,0,1,29.1125,0.0568,176,1367.0125
18,0.3962,5,66,22,1,36,New Canaan,USA,1988-11-20,CT,22,1,2007,Max,74,8474157,0,1,Pacioretty,Max Pacioretty,USA,L,L,VGK,206,-13,40,0.606,4,8,20182019,0,0,18.3939,0.1151,191,1020.0757
44,0.4487,2,82,28,0,80,Winnipeg,CAN,1995-03-02,MB,12,1,2013,Max,70,8477503,0,1,Domi,Max Domi,CAN,C,L,MTL,193,20,72,0.878,4,11,20182019,0,0,21.3536,0.1379,203,1042.9146
20,0.5588,3,78,14,1,12,Winchester,USA,1992-06-08,MA,,,,Conor,68,8477839,0,1,Sheary,Conor Sheary,USA,L,L,BUF,176,-18,34,0.4358,4,6,20182019,0,0,18.9743,0.0952,147,877.2307
28,0.0,2,78,9,1,22,Pembroke Pines,USA,1993-04-20,FL,78,3,2012,Shayne,71,8476906,0,1,Gostisbehere,Shayne Gostisbehere,USA,D,L,PHI,180,-20,37,0.4743,4,14,20182019,0,0,22.7179,0.05,180,1179.5512
46,0.4,2,78,20,0,25,Kladno,CZE,1989-08-15,,7,1,2007,Jakub,74,8474161,0,1,Voracek,Jakub Voracek,CZE,R,L,PHI,214,-16,66,0.8461,4,18,20182019,0,0,22.782,0.0952,210,1120.3333
43,0.0,3,79,17,2,34,Nynashamn,SWE,1992-03-14,,93,4,2012,Erik,72,8476979,0,1,Gustafsson,Erik Gustafsson,SWE,D,L,CHI,197,-6,60,0.7594,4,18,20182019,0,0,25.5569,0.1062,160,1355.0759
24,0.0,2,56,10,2,54,Ostersund,SWE,1986-04-21,,91,3,2004,Alexander,75,8471303,0,1,Edler,Alexander Edler,SWE,D,L,VAN,212,3,34,0.6071,4,17,20182019,0,1,30.0535,0.0781,128,1474.1964
18,0.4444,1,64,16,1,10,Tver,RUS,1983-04-15,,1,1,2001,Ilya,75,8469454,0,1,Kovalchuk,Ilya Kovalchuk,RUS,L,R,LAK,222,-26,34,0.5312,4,9,20182019,0,0,19.7343,0.1134,141,973.9531
25,0.3181,3,82,24,1,40,London,CAN,1997-03-11,ON,24,1,2015,Travis,70,8478439,0,1,Konecny,Travis Konecny,CAN,R,R,PHI,175,-4,49,0.5975,4,8,20182019,0,0,20.1463,0.1318,182,915.6097
7,0.0,1,42,5,0,8,Maple Ridge,CAN,1988-08-24,BC,,,,Brad,69,8476779,0,1,Hunt,Brad Hunt,CAN,D,L,"VGK, MIN",187,-2,12,0.2857,4,8,20182019,0,0,18.3571,0.0666,75,893.4047
28,0.4713,3,63,19,0,71,Belleville,CAN,1991-07-20,ON,138,5,2011,Andrew,71,8476381,0,1,Shaw,Andrew Shaw,CAN,R,R,MTL,182,17,47,0.746,3,6,20182019,0,0,20.1111,0.1407,135,954.9047
28,0.3333,1,48,12,0,24,Oslo,NOR,1987-09-01,,,,,Mats,68,8475692,0,1,Zuccarello,Mats Zuccarello,NOR,C,L,"NYR, DAL",184,-8,40,0.8333,3,15,20182019,0,0,23.5208,0.1153,104,1191.0833
24,0.4285,4,76,30,1,38,Woodbridge,CAN,1994-08-06,ON,110,4,2012,Andreas,74,8476960,0,1,Athanasiou,Andreas Athanasiou,CAN,C,L,DET,188,-9,54,0.7105,3,11,20182019,0,0,22.0657,0.1388,216,1018.4736
5,0.25,0,26,9,0,6,Bern,CHE,1992-10-05,,13,1,2011,Sven,71,8476466,0,1,Baertschi,Sven Baertschi,CHE,L,L,VAN,190,-9,14,0.5384,3,7,20182019,0,0,20.0,0.2093,43,908.2692
9,0.2941,1,80,18,0,25,Kitchener,CAN,1992-08-10,ON,30,1,2012,Tanner,73,8476871,0,1,Pearson,Tanner Pearson,CAN,L,L,"LAK, PIT, VAN",201,-15,27,0.3375,3,5,20182019,0,0,20.3125,0.1224,147,843.0625
52,0.0,5,82,20,2,14,Vancouver,CAN,1994-03-09,BC,5,1,2012,Morgan,73,8476853,0,1,Rielly,Morgan Rielly,CAN,D,L,TOR,221,24,72,0.878,3,21,20182019,0,0,28.8292,0.0896,223,1387.3292
23,0.3684,3,73,20,0,32,Gävle,SWE,1994-11-21,,202,7,2013,Andreas,70,8477341,0,1,Johnsson,Andreas Johnsson,SWE,L,L,TOR,181,14,43,0.589,3,6,20182019,0,0,19.2602,0.1538,130,820.1095
19,0.3725,4,73,24,1,28,Gävle,SWE,1990-10-13,,39,2,2009,Jakob,73,8475164,0,1,Silfverberg,Jakob Silfverberg,SWE,R,R,ANA,204,-9,43,0.589,3,11,20182019,2,3,22.452,0.1472,163,1025.9589
23,0.3786,3,72,16,0,14,Chicago,USA,1994-04-03,IL,169,6,2012,Vinnie,69,8476994,0,1,Hinostroza,Vinnie Hinostroza,USA,C,R,ARI,173,-4,39,0.5416,3,5,20182019,0,0,20.7916,0.1052,152,916.0555
33,0.0,4,82,13,2,28,Ann Arbor,USA,1987-12-09,MI,45,2,2006,Jeff,75,8473507,0,1,Petry,Jeff Petry,USA,D,R,MTL,197,-5,46,0.5609,3,11,20182019,0,1,26.6463,0.0755,172,1387.1585
24,0.4409,0,70,9,0,14,Aurora,CAN,1999-07-02,ON,20,1,2017,Robert,72,8480023,0,1,Thomas,Robert Thomas,CAN,C,R,STL,188,-2,33,0.4714,3,7,20182019,0,0,16.8714,0.1125,80,784.3571
42,0.0,1,82,8,1,58,Rochester,USA,1994-02-26,MI,9,1,2012,Jacob,75,8476885,0,1,Trouba,Jacob Trouba,USA,D,R,WPG,202,8,50,0.6097,3,18,20182019,1,3,24.3536,0.0493,162,1372.6829
11,0.4255,2,80,9,0,74,Winnipeg,CAN,1987-01-20,MB,156,5,2005,Ryan,73,8471817,0,1,Reaves,Ryan Reaves,CAN,R,R,VGK,225,1,20,0.25,3,3,20182019,0,0,13.2875,0.0947,95,652.3625
26,0.3333,4,73,21,1,36,Sudbury,CAN,1995-02-24,ON,58,2,2013,Tyler,72,8477479,0,1,Bertuzzi,Tyler Bertuzzi,CAN,L,L,DET,190,11,47,0.6438,3,6,20182019,0,0,21.1917,0.1603,131,990.9726
18,0.5471,2,63,22,0,128,Toronto,CAN,1994-03-29,ON,16,1,2012,Tom,76,8476880,0,1,Wilson,Tom Wilson,CAN,R,R,WSH,218,11,40,0.6349,3,5,20182019,2,2,21.2698,0.1692,130,1088.5555
28,0.0,3,82,9,1,22,Dauphin,CAN,1994-10-06,MB,15,1,2013,Ryan,74,8477506,0,1,Pulock,Ryan Pulock,CAN,D,R,NYI,217,21,37,0.4512,3,9,20182019,0,0,27.7804,0.05,180,1341.817
68,0.6363,5,82,26,0,22,Markham,CAN,1997-05-05,ON,4,1,2015,Mitchell,72,8478483,0,1,Marner,Mitchell Marner,CAN,R,R,TOR,175,22,94,1.1463,3,21,20182019,1,3,25.1951,0.1115,233,1189.3414
35,0.4204,3,81,18,1,26,Ste-Agathe,CAN,1995-03-28,QC,3,1,2013,Jonathan,72,8477494,0,1,Drouin,Jonathan Drouin,CAN,L,L,MTL,193,-8,53,0.6543,3,16,20182019,0,0,21.0617,0.0947,190,1015.8765
53,0.4858,7,82,30,3,26,Rauma,FIN,1997-07-26,,35,2,2015,Sebastian,72,8478427,0,1,Aho,Sebastian Aho,FIN,C,L,CAR,176,25,83,1.0121,3,24,20182019,4,5,24.4878,0.1234,243,1209.0487
13,0.0,0,50,4,0,22,Jyväskylä,FIN,1991-06-03,,106,4,2009,Sami,70,8475222,0,1,Vatanen,Sami Vatanen,FIN,D,R,NJD,185,-17,17,0.34,3,5,20182019,0,0,26.34,0.0373,107,1303.7
18,0.5176,1,81,17,0,18,Hartford,USA,1988-04-20,CT,173,6,2007,Nick,73,8474009,0,1,Bonino,Nick Bonino,USA,C,L,NSH,196,27,35,0.432,3,3,20182019,0,1,23.1234,0.144,118,978.3209
15,0.3928,1,56,10,1,6,Boston,USA,1996-04-09,MA,56,2,2014,Ryan,72,8477987,0,1,Donato,Ryan Donato,USA,C,L,"BOS, MIN",193,-15,25,0.4464,3,8,20182019,0,0,17.4464,0.0719,139,821.9285
44,0.4155,3,82,18,1,46,Coquitlam,CAN,1997-05-26,BC,16,1,2015,Mathew,72,8478445,0,1,Barzal,Mathew Barzal,CAN,C,R,NYI,187,-5,62,0.756,3,18,20182019,0,0,19.5243,0.1005,179,1075.378
12,0.3885,2,75,11,0,8,Kromeriz,CZE,1999-09-05,,21,1,2017,Filip,74,8480078,0,1,Chytil,Filip Chytil,CZE,C,L,NYR,208,-22,23,0.3066,3,7,20182019,0,0,17.3333,0.0827,133,827.16
25,0.0,2,59,6,1,14,Calgary,CAN,1995-03-28,AB,13,1,2013,Josh,72,8477504,0,1,Morrissey,Josh Morrissey,CAN,D,L,WPG,195,9,31,0.5254,3,10,20182019,1,2,24.3898,0.0631,95,1344.305
14,0.416,3,78,22,0,71,Plano,USA,1991-11-28,TX,74,3,2011,Blake,71,8476399,0,1,Coleman,Blake Coleman,USA,C,L,NJD,200,-19,36,0.4615,3,3,20182019,3,5,21.2307,0.1032,213,1020.7307
32,0.3839,6,74,20,1,8,Syracuse,USA,1996-05-10,NY,18,1,2014,Alex,76,8477949,0,1,Tuch,Alex Tuch,USA,R,R,VGK,222,13,52,0.7027,3,6,20182019,0,0,18.1621,0.1111,180,1003.6081
28,0.0,0,82,11,0,58,Melville,CAN,1994-08-07,SK,60,2,2012,Damon,74,8476923,0,1,Severson,Damon Severson,CAN,D,R,NJD,205,-27,39,0.4756,3,12,20182019,0,1,26.2804,0.0753,146,1322.5731
30,0.4523,3,69,17,3,24,Brig,CHE,1999-01-04,,1,1,2017,Nico,73,8480002,0,1,Hischier,Nico Hischier,CHE,C,L,NJD,175,0,47,0.6811,3,11,20182019,0,0,21.5217,0.1062,160,1086.2318
14,0.0,0,71,6,0,12,Dearborn Heights,USA,1992-06-25,MI,,,,Jordan,72,8477851,0,1,Oesterle,Jordan Oesterle,USA,D,L,ARI,182,-3,20,0.2816,3,7,20182019,0,0,23.169,0.0779,77,1133.7605
20,0.3157,5,82,27,0,60,Burlington,CAN,1994-05-07,ON,95,4,2012,Josh,75,8476981,0,1,Anderson,Josh Anderson,CAN,R,R,CBJ,221,25,47,0.5731,3,7,20182019,2,3,22.1219,0.1173,230,1021.4146
23,0.0,4,78,12,1,45,Mississauga,CAN,1996-10-29,ON,56,2,2015,Vince,72,8478407,0,1,Dunn,Vince Dunn,CAN,D,L,STL,203,14,35,0.4487,3,8,20182019,0,0,23.3333,0.08,150,1051.9487
35,0.5274,4,73,16,0,20,London,CAN,1979-07-02,ON,1,1,1997,Joe,76,8466138,0,1,Thornton,Joe Thornton,CAN,C,L,SJS,220,8,51,0.6986,3,15,20182019,0,0,20.4383,0.1777,90,932.9041
13,0.5425,3,58,9,1,24,Tampere,FIN,1996-11-17,,49,2,2015,Roope,75,8478449,0,1,Hintz,Roope Hintz,FIN,L,L,DAL,215,-11,22,0.3793,3,6,20182019,0,0,21.8965,0.0909,99,843.3793
13,0.1052,1,59,12,0,20,Stockholm,SWE,1993-09-23,,37,2,2012,Pontus,71,8476857,0,1,Aberg,Pontus Aberg,SWE,L,R,"ANA, MIN",196,-14,25,0.4237,3,7,20182019,0,0,18.7627,0.1188,101,875.5593
57,0.0,1,80,13,0,34,Natick,USA,1990-01-10,MA,27,1,2008,John,75,8474590,0,1,Carlson,John Carlson,USA,D,R,WSH,218,21,70,0.875,3,33,20182019,0,0,25.5125,0.0702,185,1503.8875
10,0.4074,0,50,8,0,4,Helsinki,FIN,1997-08-06,,23,1,2016,Henrik,75,8479404,0,1,Borgstrom,Henrik Borgstrom,FIN,C,L,FLA,190,-14,18,0.36,3,7,20182019,0,0,17.04,0.1481,54,720.18
40,1.0,2,82,7,0,41,Madison,USA,1985-01-21,WI,7,1,2003,Ryan,74,8470600,0,1,Suter,Ryan Suter,USA,D,L,MIN,208,-8,47,0.5731,3,15,20182019,1,2,27.0975,0.0514,136,1601.5243
14,0.1176,7,58,34,0,26,Skellefteå,SWE,1993-04-08,,112,4,2014,Viktor,69,8478042,0,1,Arvidsson,Viktor Arvidsson,SWE,R,R,NSH,180,12,48,0.8275,3,4,20182019,2,3,23.931,0.1743,195,1148.7413
15,0.4411,2,73,8,0,44,Welland,CAN,1987-11-18,ON,72,3,2006,Cal,71,8473504,0,1,Clutterbuck,Cal Clutterbuck,CAN,R,R,NYI,216,6,23,0.315,3,3,20182019,0,1,19.7945,0.0842,95,838.3561
24,0.5182,1,55,10,0,54,Pittsburgh,USA,1993-07-11,PA,64,3,2011,Vincent,70,8476389,0,1,Trocheck,Vincent Trocheck,USA,C,R,FLA,186,-9,34,0.6181,3,13,20182019,1,1,24.8363,0.0632,158,1179.5636
21,0.4705,3,82,13,2,23,Scarborough,CAN,1992-04-24,ON,47,2,2010,Tyler,72,8475726,0,1,Toffoli,Tyler Toffoli,CAN,R,R,LAK,197,-16,34,0.4146,3,5,20182019,0,0,23.1951,0.0575,226,1032.7439
9,0.1428,1,36,5,0,10,Latvia,LVA,1997-04-08,,142,5,2015,Rudolfs,71,8478870,0,1,Balcers,Rudolfs Balcers,LVA,L,L,OTT,175,-7,14,0.3888,3,4,20182019,0,0,16.25,0.1041,48,741.25
15,0.0,0,53,5,0,28,Boca Raton,USA,1998-03-31,FL,16,1,2016,Jakob,74,8479345,0,1,Chychrun,Jakob Chychrun,USA,D,L,ARI,210,-12,20,0.3773,3,8,20182019,0,0,23.3018,0.0427,117,1215.283
6,0.4411,3,31,12,0,6,Toronto,CAN,1991-04-10,ON,59,2,2009,Brandon,72,8475204,0,1,Pirri,Brandon Pirri,CAN,C,L,VGK,186,7,18,0.5806,3,4,20182019,0,0,16.6129,0.1463,82,866.8387
57,0.0,2,78,17,0,69,Toronto,CAN,1983-10-03,ON,,,,Mark,73,8470966,0,1,Giordano,Mark Giordano,CAN,D,L,CGY,200,39,74,0.9487,3,21,20182019,4,6,27.9102,0.0769,221,1454.3461
10,0.3658,2,76,14,0,32,Innisfil,CAN,1993-05-26,ON,85,3,2011,Josh,74,8476410,0,1,Leivo,Josh Leivo,CAN,L,R,"TOR, VAN",192,5,24,0.3157,3,7,20182019,0,0,18.9342,0.0927,151,841.8026
36,0.4923,2,71,19,1,12,Dorchester,USA,1992-05-08,MA,24,1,2010,Kevin,77,8475763,0,1,Hayes,Kevin Hayes,USA,R,L,"NYR, WPG",216,-2,55,0.7746,3,11,20182019,2,3,22.9295,0.1217,156,1096.8028
13,0.3973,1,77,12,0,10,Eden Prairie,USA,1998-11-22,MN,8,1,2017,Casey,73,8479999,0,1,Mittelstadt,Casey Mittelstadt,USA,C,L,BUF,202,-19,25,0.3246,3,10,20182019,0,0,17.3116,0.1016,118,807.1038
13,0.3846,1,77,23,0,8,Herning,DNK,1995-04-10,,89,3,2013,Oliver,72,8477416,0,1,Bjorkstrand,Oliver Bjorkstrand,DNK,R,R,CBJ,177,8,36,0.4675,3,3,20182019,0,0,16.2077,0.1428,161,740.2987
28,0.0,2,71,13,0,22,King City,CAN,1990-01-18,ON,4,1,2008,Alex,75,8474565,0,1,Pietrangelo,Alex Pietrangelo,CAN,D,R,STL,210,2,41,0.5774,3,15,20182019,0,1,29.0281,0.0773,168,1444.6197
10,0.3333,1,70,15,0,44,Langley,CAN,1996-08-17,BC,6,1,2014,Jake,73,8477937,0,1,Virtanen,Jake Virtanen,CAN,R,R,VAN,226,-4,25,0.3571,2,2,20182019,0,0,21.7428,0.0974,154,889.1428
33,0.0,1,82,11,0,18,Grosse Pointe,USA,1997-07-19,MI,8,1,2015,Zach,74,8478460,0,1,Werenski,Zach Werenski,USA,D,L,CBJ,209,-12,44,0.5365,2,15,20182019,0,0,27.439,0.0654,168,1373.9756
42,0.0,1,53,3,0,22,Landsbro,SWE,1990-05-31,,15,1,2008,Erik,72,8474578,0,1,Karlsson,Erik Karlsson,SWE,D,R,SJS,190,6,45,0.849,2,20,20182019,0,0,26.1132,0.0177,169,1469.415
22,0.3333,2,60,9,0,82,Orangeville,CAN,1995-12-05,ON,10,1,2014,Nick,74,8477941,0,1,Ritchie,Nick Ritchie,CAN,L,L,ANA,234,6,31,0.5166,2,9,20182019,0,0,19.2166,0.0937,96,900.0833
26,0.1176,1,64,8,0,20,Frydek-Mistek,CZE,1991-03-28,,207,7,2011,Ondrej,72,8476292,0,1,Palat,Ondrej Palat,CZE,L,L,TBL,188,4,34,0.5312,2,8,20182019,0,0,18.875,0.08,100,893.25
9,0.2857,3,63,14,1,10,Amsterdam,NLD,1997-03-17,,46,2,2015,Daniel,72,8478466,0,1,Sprong,Daniel Sprong,NLD,R,R,"PIT, ANA",180,-16,23,0.365,2,5,20182019,0,0,15.3968,0.112,125,717.2539
26,0.4934,2,82,23,0,26,Malmö,SWE,1985-10-12,,49,2,2004,Carl,75,8471262,0,1,Soderberg,Carl Soderberg,SWE,C,L,COL,210,-5,49,0.5975,2,10,20182019,3,3,22.6585,0.1223,188,1046.939
38,0.4479,5,79,16,1,24,Oulu,FIN,1992-02-26,,9,1,2010,Mikael,70,8475798,0,1,Granlund,Mikael Granlund,FIN,C,L,"MIN, NSH",185,-8,54,0.6835,2,20,20182019,2,2,21.8987,0.0846,189,1100.6075
15,0.3947,1,81,24,0,38,East Longmeadow,USA,1994-03-14,MA,,,,Frank,69,8478366,0,1,Vatrano,Frank Vatrano,USA,C,L,FLA,201,-10,39,0.4814,2,8,20182019,0,0,20.0,0.1153,208,879.7407
39,0.3913,4,82,17,2,36,Brooklyn,USA,1995-12-12,NY,171,6,2014,Kevin,71,8478099,0,1,Labanc,Kevin Labanc,USA,R,R,SJS,185,-1,56,0.6829,2,20,20182019,0,0,18.4756,0.1307,130,841.1829
13,0.5559,1,63,8,0,18,North Vancouver,CAN,1992-04-15,BC,70,3,2010,Jordan,70,8475738,0,1,Weal,Jordan Weal,CAN,C,R,"PHI, ARI, MTL",179,-8,21,0.3333,2,6,20182019,0,0,18.0,0.1066,75,807.7301
38,0.5,3,81,22,1,12,Halmstad,SWE,1989-09-01,,121,4,2008,Gustav,71,8474679,0,1,Nyquist,Gustav Nyquist,SWE,C,L,"DET, SJS",184,1,60,0.7407,2,12,20182019,0,0,22.4444,0.1078,204,1051.1851
21,0.5458,0,48,8,0,22,Turku,FIN,1983-03-12,,6,1,2001,Mikko,75,8469459,0,1,Koivu,Mikko Koivu,FIN,C,L,MIN,219,-2,29,0.6041,2,12,20182019,0,1,22.625,0.0898,89,1097.8333
25,0.582,1,81,13,0,24,Spokane,USA,1986-12-29,WA,,,,Derek,70,8478585,0,1,Ryan,Derek Ryan,USA,C,R,CGY,185,21,38,0.4691,2,7,20182019,0,4,19.4938,0.1262,103,828.2345
12,0.4943,2,64,14,0,30,Minneapolis,USA,1992-07-17,MN,19,1,2010,Nick,78,8475760,0,1,Bjugstad,Nick Bjugstad,USA,C,R,"FLA, PIT",215,6,26,0.4062,2,6,20182019,0,0,20.9375,0.0909,154,907.1406
