"assists","faceoffWinPctg","gameWinningGoals","gamesPlayed","goals","otGoals","penaltyMinutes","playerBirthCountry","playerBirthYear","playerDraftRoundNo","playerHeight","Player","playerPositionCode","playerShootsCatches","playerWeight","plusMinus","points","pointsPerGame","ppGoals","ppPoints","shGoals","shPoints","shiftsPerGame","shootingPctg","shots","timeOnIcePerGame","playerDrafted","Forward","LeftHand","blockedShots","giveaways","takeaways","hits","Tm","Salary","Cap.Hit"
13,0,0,50,4,0,22,"FIN",1991,4,70,"Sami Vatanen","D","R",185,-17,17,0.34,3,5,0,0,26.34,0.0373,107,1303.7,1,0,0,77,36,16,68,"NJD",5,4875000
18,0.5176,1,81,17,0,18,"USA",1988,6,73,"Nick Bonino","C","L",196,27,35,0.432,3,3,0,1,23.1234,0.144,118,978.3209,1,1,1,70,40,30,24,"NSH",4.1,4100000
44,0.4155,3,82,18,1,46,"CAN",1997,1,72,"Mathew Barzal","C","R",187,-5,62,0.756,3,18,0,0,19.5243,0.1005,179,1075.378,1,1,0,56,117,66,25,"NYI",0.8325,863333
12,0.3885,2,75,11,0,8,"CZE",1999,1,74,"Filip Chytil","C","L",208,-22,23,0.3066,3,7,0,0,17.3333,0.0827,133,827.16,1,1,1,21,46,25,29,"NYR",0.925,894166
14,0.416,3,78,22,0,71,"USA",1991,3,71,"Blake Coleman","C","L",200,-19,36,0.4615,3,3,3,5,21.2307,0.1032,213,1020.7307,1,1,1,44,36,50,225,"NJD",1.8,1800000
32,0.3839,6,74,20,1,8,"USA",1996,1,76,"Alex Tuch","R","R",222,13,52,0.7027,3,6,0,0,18.1621,0.1111,180,1003.6081,1,1,0,40,51,69,92,"VEG",0.925,925000
28,0,0,82,11,0,58,"CAN",1994,2,74,"Damon Severson","D","R",205,-27,39,0.4756,3,12,0,1,26.2804,0.0753,146,1322.5731,1,0,0,87,61,25,83,"NJD",3,4166666
30,0.4523,3,69,17,3,24,"CHE",1999,1,73,"Nico Hischier","C","L",175,0,47,0.6811,3,11,0,0,21.5217,0.1062,160,1086.2318,1,1,1,44,32,38,53,"NJD",0.925,925000
14,0,0,71,6,0,12,"USA",1992,NA,72,"Jordan Oesterle","D","L",182,-3,20,0.2816,3,7,0,0,23.169,0.0779,77,1133.7605,0,0,1,139,50,23,58,"ARI",0.65,650000
20,0.3157,5,82,27,0,60,"CAN",1994,4,75,"Josh Anderson","R","R",221,25,47,0.5731,3,7,2,3,22.1219,0.1173,230,1021.4146,1,1,0,40,19,46,214,"CBJ",1.85,1850000
35,0.5274,4,73,16,0,20,"CAN",1979,1,76,"Joe Thornton","C","L",220,8,51,0.6986,3,15,0,0,20.4383,0.1777,90,932.9041,1,1,1,14,42,43,17,"SJS",5,5e+06
13,0.5425,3,58,9,1,24,"FIN",1996,2,75,"Roope Hintz","L","L",215,-11,22,0.3793,3,6,0,0,21.8965,0.0909,99,843.3793,1,1,1,36,23,33,87,"DAL",0.7675,811667
13,0.1052,1,59,12,0,20,"SWE",1993,2,71,"Pontus Aberg","L","R",196,-14,25,0.4237,3,7,0,0,18.7627,0.1188,101,875.5593,1,1,0,11,36,15,45,"MIN",0.65,650000
57,0,1,80,13,0,34,"USA",1990,1,75,"John Carlson","D","R",218,21,70,0.875,3,33,0,0,25.5125,0.0702,185,1503.8875,1,0,0,164,87,55,54,"WSH",12,8e+06
40,1,2,82,7,0,41,"USA",1985,1,74,"Ryan Suter","D","L",208,-8,47,0.5731,3,15,1,2,27.0975,0.0514,136,1601.5243,1,0,1,109,30,25,78,"MIN",9,7538461
14,0.1176,7,58,34,0,26,"SWE",1993,4,69,"Viktor Arvidsson","R","R",180,12,48,0.8275,3,4,2,3,23.931,0.1743,195,1148.7413,1,1,0,23,37,41,18,"NSH",4.25,4250000
15,0.4411,2,73,8,0,44,"CAN",1987,3,71,"Cal Clutterbuck","R","R",216,6,23,0.315,3,3,0,1,19.7945,0.0842,95,838.3561,1,1,0,40,28,20,209,"NYI",4,3500000
24,0.5182,1,55,10,0,54,"USA",1993,3,70,"Vincent Trocheck","C","R",186,-9,34,0.6181,3,13,1,1,24.8363,0.0632,158,1179.5636,1,1,0,42,57,55,112,"FLA",5.25,4750000
21,0.4705,3,82,13,2,23,"CAN",1992,2,72,"Tyler Toffoli","R","R",197,-16,34,0.4146,3,5,0,0,23.1951,0.0575,226,1032.7439,1,1,0,23,27,44,39,"LAK",4.6,4600000
15,0,0,53,5,0,28,"USA",1998,1,74,"Jakob Chychrun","D","L",210,-12,20,0.3773,3,8,0,0,23.3018,0.0427,117,1215.283,1,0,1,77,38,20,74,"ARI",0.925,925000
6,0.4411,3,31,12,0,6,"CAN",1991,2,72,"Brandon Pirri","C","L",186,7,18,0.5806,3,4,0,0,16.6129,0.1463,82,866.8387,1,1,1,13,11,14,29,"VEG",0.65,650000
57,0,2,78,17,0,69,"CAN",1983,NA,73,"Mark Giordano","D","L",200,39,74,0.9487,3,21,4,6,27.9102,0.0769,221,1454.3461,0,0,1,144,65,73,58,"CGY",6.75,6750000
10,0.3658,2,76,14,0,32,"CAN",1993,3,74,"Josh Leivo","L","R",192,5,24,0.3157,3,7,0,0,18.9342,0.0927,151,841.8026,1,1,0,23,32,37,44,"VAN",0.925,925000
36,0.4923,2,71,19,1,12,"USA",1992,1,77,"Kevin Hayes","R","L",216,-2,55,0.7746,3,11,2,3,22.9295,0.1217,156,1096.8028,1,1,1,15,60,61,58,"WPG",5.175,5175000
13,0.3973,1,77,12,0,10,"USA",1998,1,73,"Casey Mittelstadt","C","L",202,-19,25,0.3246,3,10,0,0,17.3116,0.1016,118,807.1038,1,1,1,16,39,31,30,"BUF",0.925,925000
13,0.3846,1,77,23,0,8,"DNK",1995,3,72,"Oliver Bjorkstrand","R","R",177,8,36,0.4675,3,3,0,0,16.2077,0.1428,161,740.2987,1,1,0,34,14,31,43,"CBJ",2.5,2500000
28,0,2,71,13,0,22,"CAN",1990,1,75,"Alex Pietrangelo","D","R",210,2,41,0.5774,3,15,0,1,29.0281,0.0773,168,1444.6197,1,0,0,139,50,55,62,"STL",7,6500000
10,0.3333,1,70,15,0,44,"CAN",1996,1,73,"Jake Virtanen","R","R",226,-4,25,0.3571,2,2,0,0,21.7428,0.0974,154,889.1428,1,1,0,37,22,46,154,"VAN",1,1250000
42,0,1,53,3,0,22,"SWE",1990,1,72,"Erik Karlsson","D","R",190,6,45,0.849,2,20,0,0,26.1132,0.0177,169,1469.415,1,0,0,69,63,59,44,"SJS",7.5,6500000
22,0.3333,2,60,9,0,82,"CAN",1995,1,74,"Nick Ritchie","L","L",234,6,31,0.5166,2,9,0,0,19.2166,0.0937,96,900.0833,1,1,1,31,34,20,123,"ANA",1.2,1640000
26,0.1176,1,64,8,0,20,"CZE",1991,7,72,"Ondrej Palat","L","L",188,4,34,0.5312,2,8,0,0,18.875,0.08,100,893.25,1,1,1,34,41,18,104,"TBL",6.855,5300000
9,0.2857,3,63,14,1,10,"NLD",1997,2,72,"Daniel Sprong","R","R",180,-16,23,0.365,2,5,0,0,15.3968,0.112,125,717.2539,1,1,0,14,32,18,35,"ANA",0.75,750000
26,0.4934,2,82,23,0,26,"SWE",1985,2,75,"Carl Soderberg","C","L",210,-5,49,0.5975,2,10,3,3,22.6585,0.1223,188,1046.939,1,1,1,67,26,49,99,"COL",5,4750000
38,0.4479,5,79,16,1,24,"FIN",1992,1,70,"Mikael Granlund","C","L",185,-8,54,0.6835,2,20,2,2,21.8987,0.0846,189,1100.6075,1,1,1,40,34,47,46,"NSH",5.5,5750000
15,0.3947,1,81,24,0,38,"USA",1994,NA,69,"Frank Vatrano","C","L",201,-10,39,0.4814,2,8,0,0,20,0.1153,208,879.7407,0,1,1,74,30,33,139,"FLA",0.925,925000
39,0.3913,4,82,17,2,36,"USA",1995,6,71,"Kevin Labanc","R","R",185,-1,56,0.6829,2,20,0,0,18.4756,0.1307,130,841.1829,1,1,0,16,51,22,66,"SJS",0.7425,717500
13,0.5559,1,63,8,0,18,"CAN",1992,3,70,"Jordan Weal","C","R",179,-8,21,0.3333,2,6,0,0,18,0.1066,75,807.7301,1,1,0,26,19,20,28,"MTL",1.75,1750000
38,0.5,3,81,22,1,12,"SWE",1989,4,71,"Gustav Nyquist","C","L",184,1,60,0.7407,2,12,0,0,22.4444,0.1078,204,1051.1851,1,1,1,23,74,42,36,"SJS",3.85,3325000
25,0.582,1,81,13,0,24,"USA",1986,NA,70,"Derek Ryan","C","R",185,21,38,0.4691,2,7,0,4,19.4938,0.1262,103,828.2345,0,1,0,19,54,54,19,"CGY",3.125,3125000
12,0.4943,2,64,14,0,30,"USA",1992,1,78,"Nick Bjugstad","C","R",215,6,26,0.4062,2,6,0,0,20.9375,0.0909,154,907.1406,1,1,0,27,39,37,126,"PIT",4.3,4100000
19,0.5824,1,76,8,0,29,"CAN",1983,1,75,"Jason Spezza","C","R",215,-13,27,0.3552,2,12,0,0,19.9078,0.0661,121,796.2105,1,1,0,30,53,26,16,"DAL",7.5,7500000
6,1,1,51,12,0,2,"CAN",1989,1,69,"Tyler Ennis","L","L",161,-6,18,0.3529,2,5,0,0,13.3921,0.1481,81,596.3529,1,1,1,14,21,19,49,"TOR",0.65,650000
13,0.5695,1,70,7,0,31,"USA",1984,2,75,"David Backes","R","R",215,0,20,0.2857,2,7,0,0,16.7857,0.0542,129,782.3285,1,1,0,30,26,33,140,"BOS",6,6e+06
40,0.5147,4,82,16,1,21,"CAN",1989,1,73,"Josh Bailey","R","L",212,8,56,0.6829,2,14,1,1,19.9756,0.1269,126,1009.6585,1,1,1,32,80,41,19,"NYI",7,5e+06
26,0.375,2,83,13,0,36,"CHE",1996,1,70,"Kevin Fiala","L","L",193,-23,39,0.4698,2,11,0,0,19.8795,0.0747,174,938.3373,1,1,1,20,68,44,42,"MIN",0.8325,863333
23,0,1,78,5,0,41,"CAN",1985,1,75,"Brent Seabrook","D","R",220,-6,28,0.3589,2,10,0,1,25.8717,0.0303,165,1145.8076,1,0,0,180,72,19,124,"CHI",9,6875000
14,0.5555,0,79,6,0,91,"CAN",1988,2,75,"Milan Lucic","L","L",231,-9,20,0.2531,2,4,0,0,18,0.081,74,794.1518,1,1,1,22,34,27,259,"EDM",7,6e+06
7,0.1428,0,68,14,0,28,"GBR",1996,1,75,"Brendan Perlini","L","L",211,-17,21,0.3088,2,4,0,0,15.7205,0.1196,117,696.1029,1,1,1,22,14,11,51,"CHI",0.8325,863333
17,0.32,1,58,13,0,8,"SWE",1990,1,73,"Marcus Johansson","L","L",205,-16,30,0.5172,2,9,0,0,19.0689,0.113,115,955.4137,1,1,1,24,38,27,28,"BOS",2.85,2750000
21,0,4,82,12,0,16,"FIN",1999,1,73,"Miro Heiskanen","D","L",185,-14,33,0.4024,2,8,0,1,27.8292,0.0659,182,1386.7926,1,0,1,71,96,35,34,"DAL",0.925,894166
18,0.5659,2,73,17,0,44,"USA",1987,1,72,"Nick Foligno","L","L",202,12,35,0.4794,2,4,0,0,22.1643,0.1205,141,1062.2328,1,1,1,51,26,37,175,"CBJ",5.5,5500000
22,0,1,63,9,0,60,"CAN",1989,2,72,"P.K. Subban","D","R",210,5,31,0.492,2,10,1,1,27.4761,0.0535,168,1359.8571,1,0,0,75,57,22,56,"NSH",10,9e+06
13,0.4782,3,65,7,0,40,"USA",1995,2,73,"Adam Erne","L","L",214,10,20,0.3076,2,2,0,0,15.0153,0.1,70,632.8923,1,1,1,26,8,16,159,"TBL",0.8,8e+05
43,0.3563,1,82,22,0,16,"CAN",1995,1,73,"Sam Reinhart","C","R",192,-10,65,0.7926,2,15,0,0,21.0975,0.1222,180,1137.4634,1,1,0,47,46,39,38,"BUF",3.55,3650000
45,0,2,78,14,0,36,"CAN",1991,3,70,"Tyson Barrie","D","R",190,-3,59,0.7564,2,25,0,0,23.7179,0.0642,218,1306.5641,1,0,0,93,41,28,48,"COL",5.75,5500000
21,0,2,82,18,0,54,"CAN",1993,1,78,"Dougie Hamilton","D","R",229,0,39,0.4756,2,7,0,0,24.317,0.0694,259,1180.3536,1,0,0,91,66,35,160,"CAR",5.75,5750000
10,0.1724,2,57,13,0,14,"FIN",1993,1,76,"Joel Armia","R","R",210,0,23,0.4035,2,6,1,1,21.2807,0.097,134,947.614,1,1,0,21,32,46,113,"MTL",1.85,1850000
10,0.4281,1,77,12,0,20,"FIN",1993,2,72,"Markus Granlund","C","L",180,-4,22,0.2857,2,3,0,1,21.5974,0.0975,123,902.5324,1,1,1,24,9,32,46,"VAN",1.475,1475000
25,0.4864,1,69,11,0,16,"CAN",1992,1,70,"Jaden Schwartz","L","L",190,-6,36,0.5217,2,5,0,0,22.8405,0.0601,183,1087.6811,1,1,1,27,28,47,61,"STL",6.25,5350000
42,0,4,70,12,2,44,"SWE",1990,1,78,"Victor Hedman","D","L",223,24,54,0.7714,2,25,0,1,24.7714,0.0659,182,1366.2285,1,0,1,97,50,32,59,"TBL",8,7875000
9,0,1,61,4,0,26,"USA",1990,1,74,"John Moore","D","L",210,0,13,0.2131,2,3,0,0,24.8688,0.0412,97,1126.3606,1,0,1,76,24,10,77,"BOS",3.25,2750000
34,0.4345,5,82,27,1,64,"CAN",1998,1,75,"Pierre-Luc Dubois","C","L",207,16,61,0.7439,2,9,0,0,22.1951,0.1551,174,1062.9268,1,1,1,52,54,45,115,"CBJ",0.925,894166
22,0.2,2,82,18,1,45,"CAN",1989,3,73,"Alex Killorn","L","L",196,22,40,0.4878,2,5,1,2,19.9024,0.1176,153,892.4634,1,1,1,23,22,30,88,"TBL",4.45,4450000
47,0,2,64,6,1,33,"USA",1991,NA,69,"Torey Krug","D","L",186,-2,53,0.8281,2,30,0,0,24.9843,0.0397,151,1278.0156,0,0,1,60,52,20,53,"BOS",5.5,5250000
18,0.2916,2,82,15,0,22,"USA",1993,NA,72,"Alex Iafallo","L","L",188,-17,33,0.4024,2,6,0,0,22.1585,0.1013,148,1009.7804,0,1,1,54,19,26,87,"LAK",0.925,925000
16,0.5,4,62,21,0,15,"DNK",1996,1,72,"Nikolaj Ehlers","L","L",172,2,37,0.5967,2,7,0,0,19.1935,0.1329,158,945.6774,1,1,1,16,17,28,27,"WPG",6.25,6e+06
28,0.4767,3,82,25,1,28,"USA",1991,1,75,"Brock Nelson","C","L",212,20,53,0.6463,2,8,1,1,22.2926,0.1381,181,1078.3292,1,1,1,55,47,54,51,"NYI",4.25,4250000
63,0.579,4,82,22,1,24,"CAN",1988,1,71,"Claude Giroux","C","R",185,9,85,1.0365,2,23,1,1,26.0731,0.096,229,1287.4024,1,1,0,19,48,46,28,"PHI",9,8275000
16,0.3,2,81,17,0,20,"SWE",1996,5,73,"Oskar Lindblom","L","L",191,-9,33,0.4074,2,3,0,0,18.9135,0.1049,162,824.6296,1,1,1,52,28,26,68,"PHI",0.925,925000
71,0.3522,3,82,20,0,60,"USA",1986,1,77,"Blake Wheeler","R","R",225,0,91,1.1097,2,33,2,3,24.1341,0.0865,231,1242.5853,1,1,0,53,33,42,81,"WPG",5.8,5600000
40,0,3,65,16,1,48,"CAN",1987,3,72,"Kris Letang","D","R",201,13,56,0.8615,2,19,1,2,29.5846,0.0776,206,1557.5538,1,0,0,111,76,63,116,"PIT",7.25,7250000
36,0,3,80,8,1,47,"SWE",1990,4,76,"Mattias Ekholm","D","L",215,27,44,0.55,2,7,0,2,28.6,0.0547,146,1401.8375,1,0,1,107,69,32,68,"NSH",4,3750000
19,0.4114,4,76,10,0,13,"CAN",1994,2,73,"Devin Shore","C","L",205,-12,29,0.3815,2,5,2,2,20.5,0.1219,82,855.6052,1,1,1,64,22,29,94,"ANA",2.2,2300000
20,0,1,73,6,0,35,"USA",1995,NA,72,"Neal Pionk","D","R",186,-16,26,0.3561,2,13,0,1,27.3698,0.0454,132,1269.9452,0,0,0,98,60,38,138,"NYR",0.925,925000
12,0.4545,1,63,7,0,28,"CAN",1987,2,75,"James Neal","L","L",212,-5,19,0.3015,2,6,0,0,19.873,0.0496,141,897.492,1,1,1,19,35,11,46,"CGY",5.75,5750000
9,0.4812,0,70,14,0,39,"CAN",1987,1,73,"Derick Brassard","C","L",202,-19,23,0.3285,2,5,0,0,20.0857,0.1272,110,899.7142,1,1,1,15,28,35,102,"COL",2.1,3e+06
25,0.5433,3,72,13,0,20,"CAN",1986,NA,73,"Tyler Bozak","C","R",199,-3,38,0.5277,2,8,0,0,21.3055,0.0921,141,980.9305,0,1,0,33,19,30,52,"STL",5.5,5e+06
4,0,1,31,6,0,27,"CAN",1985,1,75,"Corey Perry","R","R",206,-16,10,0.3225,2,4,0,0,18.4516,0.1016,59,889.3548,1,1,0,14,11,12,21,"ANA",9,8625000
9,0.2,0,32,4,0,2,"USA",1997,5,73,"Troy Terry","R","R",178,8,13,0.4062,2,6,0,0,18.2812,0.16,25,836.75,1,1,0,12,16,14,4,"ANA",0.925,925000
41,0,4,82,15,0,42,"CHE",1990,2,73,"Roman Josi","D","L",201,9,56,0.6829,2,12,0,1,28.7682,0.0547,274,1509.9268,1,0,1,144,65,36,53,"NSH",5.25,4e+06
28,0.3888,1,71,7,0,6,"DNK",1989,1,72,"Mikkel Boedker","L","L",210,-23,35,0.4929,2,7,0,0,17.9859,0.0795,88,841.3661,1,1,1,28,27,25,54,"OTT",3,4e+06
26,0,2,82,9,1,22,"CAN",1996,1,75,"Travis Sanheim","D","L",181,-4,35,0.4268,2,5,0,0,24.5243,0.0743,121,1173.5121,1,0,1,133,65,20,45,"PHI",0.8325,863333
20,0.4641,1,74,9,0,25,"CAN",1993,NA,70,"Evan Rodrigues","L","R",176,-7,29,0.3918,2,4,0,3,20.6486,0.0535,168,949.4189,0,1,0,33,39,34,33,"BUF",0.65,650000
22,0.4586,2,81,12,0,20,"USA",1992,1,75,"Charlie Coyle","C","R",220,-1,34,0.4197,1,4,1,1,20.6913,0.0774,155,1006.6172,1,1,0,56,43,42,77,"BOS",3.75,3200000
24,0.5,3,78,20,1,27,"FIN",1996,1,73,"Kasperi Kapanen","R","R",192,12,44,0.5641,1,3,2,2,23.141,0.1149,174,996.6794,1,1,0,19,38,44,92,"TOR",0.8325,863333
11,0,1,58,5,0,58,"SVK",1997,2,76,"Erik Cernak","D","R",225,25,16,0.2758,1,1,0,0,24.4137,0.0467,107,1155.0517,1,0,0,79,19,11,198,"TBL",0.65,697500
15,0,1,69,5,0,43,"CAN",1993,5,74,"Ben Hutton","D","L",206,-23,20,0.2898,1,8,0,1,27.6521,0.0438,114,1341.3478,1,0,1,102,30,27,55,"VAN",2.8,2800000
15,0.5142,3,73,16,0,4,"CAN",1982,2,71,"Jason Pominville","R","R",180,-4,31,0.4246,1,2,0,0,16.8767,0.1194,134,747.8356,1,1,0,20,20,13,18,"BUF",5,5600000
18,0.4862,4,80,29,0,28,"USA",1990,NA,68,"Tyler Johnson","C","R",183,15,47,0.5875,1,8,1,1,20.625,0.1779,163,956.9,0,1,0,32,32,13,50,"TBL",6.75,5e+06
16,0.4621,2,78,19,0,31,"CAN",1996,1,73,"Jared McCann","C","L",185,-1,35,0.4487,1,3,4,4,21.7435,0.1266,150,871.5384,1,1,1,51,44,35,77,"PIT",1.25,1250000
15,0,0,66,3,0,68,"USA",1994,3,69,"Matt Grzelcyk","D","L",174,9,18,0.2727,1,6,0,0,25.0303,0.0333,90,1147.8636,1,0,1,60,39,28,46,"BOS",1.4,1400000
26,0,0,73,2,0,20,"USA",1989,1,72,"Kevin Shattenkirk","D","R",206,-15,28,0.3835,1,7,0,0,23.0821,0.0135,148,1136.3835,1,0,0,104,55,39,73,"NYR",8,6650000
15,0.5308,3,75,15,1,23,"CAN",1993,2,73,"Colton Sissons","C","R",200,20,30,0.4,1,2,0,1,22.0266,0.1351,111,962.6533,1,1,0,52,25,35,109,"NSH",0.65,625000
3,0.5569,1,60,5,0,44,"USA",1984,1,74,"Ryan Kesler","C","R",206,-19,8,0.1333,1,3,0,0,22.6333,0.0581,86,989.9166,1,1,0,56,26,18,93,"ANA",6.675,6875000
3,0,0,35,3,0,22,"USA",1988,4,71,"Steven Kampfer","D","R",198,-6,6,0.1714,1,2,0,0,20.3714,0.075,40,877.5428,1,0,0,32,7,12,44,"BOS",0.65,650000
28,0,2,80,5,0,12,"USA",1997,1,75,"Noah Hanifin","D","L",215,18,33,0.4125,1,5,1,2,25.9375,0.0431,116,1246.4,1,0,1,83,87,50,87,"CGY",4.95,4950000
9,0,1,62,3,1,30,"CAN",1994,1,72,"Derrick Pouliot","D","L",196,-1,12,0.1935,1,1,0,0,22.629,0.0517,58,1029.5,1,0,1,71,39,19,76,"VAN",1.1,1100000
16,0,1,74,3,0,25,"CAN",1984,2,74,"Johnny Boychuk","D","R",227,10,19,0.2567,1,3,0,1,25.1891,0.0191,157,1129.7837,1,0,0,120,56,10,144,"NYI",6.5,6e+06
22,0.541,3,77,16,0,42,"CAN",1993,2,74,"Boone Jenner","C","L",206,6,38,0.4935,1,3,1,1,22.1428,0.0941,170,1023.8701,1,1,1,70,21,42,158,"CBJ",4,3750000
41,0,2,70,14,1,32,"CAN",1997,1,74,"Thomas Chabot","D","L",196,-12,55,0.7857,1,16,1,1,27.6571,0.0756,185,1457.3285,1,0,1,112,72,31,71,"OTT",0.8325,863333
18,0.3333,2,81,11,0,22,"SWE",1985,2,74,"Loui Eriksson","L","L",179,-11,29,0.358,1,3,0,0,20.5925,0.1028,107,843.9012,1,1,1,28,10,29,3,"VAN",7,6e+06
29,0.5466,2,50,13,0,30,"CAN",1985,2,72,"Paul Stastny","C","L",193,14,42,0.84,1,4,1,2,20.12,0.1262,103,1086.24,1,1,1,15,18,36,35,"VEG",7.5,6500000
17,0,1,80,8,1,41,"USA",1986,1,73,"Matt Niskanen","D","R",203,-3,25,0.3125,1,2,0,1,23.8625,0.0559,143,1315.8875,1,0,0,137,73,40,167,"WSH",5.75,5750000
13,0,2,48,5,1,4,"CAN",1994,4,73,"Devon Toews","D","L",191,7,18,0.375,1,4,0,0,22.4583,0.0617,81,1073.7291,1,0,1,30,28,14,24,"NYI",0.65,7e+05
13,0.35,4,76,12,0,14,"AUT",1995,1,75,"Andre Burakovsky","L","L",201,2,25,0.3289,1,1,0,0,13.9473,0.12,100,667.5263,1,1,1,29,29,28,35,"WSH",3.25,3e+06
13,0.5048,0,71,6,0,38,"USA",1987,2,74,"Justin Abdelkader","L","L",214,-14,19,0.2676,1,2,1,1,20.6338,0.0631,95,924.0281,1,1,1,34,40,9,185,"DET",5,4250000
33,0.3333,5,82,14,0,24,"USA",1998,1,70,"Clayton Keller","C","L",170,-21,47,0.5731,1,19,0,0,23.2317,0.07,200,1094.1097,1,1,1,21,37,46,16,"ARI",0.925,885833
20,0.4673,2,81,7,0,35,"CAN",1993,3,71,"Nick Cousins","C","L",185,-8,27,0.3333,1,3,0,0,18.9135,0.0486,144,812.679,1,1,1,51,22,39,115,"ARI",1.05,1e+06
18,0.5121,3,72,13,1,27,"CAN",1998,1,74,"Nolan Patrick","C","R",198,-8,31,0.4305,1,2,0,0,20.6111,0.113,115,904.9583,1,1,0,26,26,40,72,"PHI",0.925,925000
18,0,2,59,5,1,20,"CAN",1991,1,74,"Cam Fowler","D","L",206,-14,23,0.3898,1,6,0,1,29.2711,0.0568,88,1402.0677,1,0,1,91,43,24,32,"ANA",7.5,6500000
18,0.25,4,81,17,0,21,"USA",1993,3,75,"Jimmy Vesey","L","L",199,-6,35,0.432,1,4,0,0,20.753,0.1103,154,963.4444,1,1,1,34,42,50,79,"NYR",2.2,2275000
10,0.4561,4,81,18,0,8,"CAN",1997,1,71,"Anthony Beauvillier","L","L",182,1,28,0.3456,1,2,0,0,17.716,0.1153,156,878.5308,1,1,1,35,30,34,87,"NYI",0.8325,894167
24,1,0,76,3,0,16,"USA",1985,2,71,"Alex Goligoski","D","L",185,-7,27,0.3552,1,7,0,2,24.7105,0.0294,102,1249.0131,1,0,1,154,59,19,79,"ARI",6.1,5475000
23,0.1,4,80,14,0,10,"FIN",1992,4,72,"Joonas Donskoi","R","R",190,10,37,0.4625,1,3,0,0,18.3625,0.1217,115,805.3875,1,1,0,36,38,24,36,"SJS",1.9,1900000
16,0.5015,1,79,10,0,12,"SWE",1991,2,71,"Calle Jarnkrok","C","R",186,13,26,0.3291,1,2,1,1,21.367,0.0943,106,925.8227,1,1,0,22,21,25,56,"NSH",2.1,2e+06
22,0.4573,1,78,15,0,14,"RUS",1988,2,76,"Artem Anisimov","C","L",198,-2,37,0.4743,1,4,1,1,20.6538,0.1056,142,980.5641,1,1,1,33,14,50,25,"CHI",5,4550000
28,0,1,80,9,0,47,"CAN",1989,5,75,"Jake Muzzin","D","L",213,21,37,0.4625,1,5,0,1,27.625,0.0638,141,1280.4875,1,0,1,134,102,20,172,"TOR",4.45,4e+06
9,0.4375,1,37,7,0,39,"USA",1992,1,76,"Austin Watson","L","R",204,11,16,0.4324,1,1,0,0,20.1081,0.1093,64,869.5945,1,1,0,28,13,12,109,"NSH",1.1,1100000
23,0.4573,2,79,11,0,26,"FIN",2000,1,74,"Jesperi Kotkaniemi","C","L",184,1,34,0.4303,1,5,0,0,18.3797,0.082,134,824.4936,1,1,1,41,50,32,66,"MTL",0.925,925000
2,0.2222,2,53,4,0,57,"CAN",1993,2,76,"Brett Ritchie","R","R",220,-7,6,0.1132,1,1,0,0,15.3584,0.0701,57,576.283,1,1,0,13,12,7,126,"DAL",1.8,1750000
38,0,2,78,5,1,38,"FIN",1994,1,76,"Rasmus Ristolainen","D","R",215,-41,43,0.5512,1,17,0,0,26.6153,0.0274,182,1478.4871,1,0,0,121,44,23,235,"BUF",5.4,5400000
34,0,2,82,7,0,20,"CAN",1991,1,70,"Ryan Ellis","D","R",180,21,41,0.5,1,5,1,1,28.2926,0.0469,149,1440.8536,1,0,0,154,61,54,71,"NSH",3.5,2500000
19,0.5095,3,78,22,0,16,"CAN",1991,3,72,"Cody Eakin","C","L",190,19,41,0.5256,1,4,3,3,18.2179,0.1833,120,922.7564,1,1,1,35,34,51,88,"VEG",3.85,3850000
20,0,1,63,7,0,18,"RUS",1995,1,71,"Nikolay Goldobin","R","L",196,-10,27,0.4285,1,9,0,1,19.7301,0.0666,105,899.3809,1,1,1,21,33,20,15,"VAN",0.8325,863333
14,0,1,63,10,0,91,"USA",1995,4,74,"Miles Wood","L","L",195,-10,24,0.3809,1,3,0,0,17.6666,0.0628,159,821.6507,1,1,1,27,33,19,97,"NJD",2.5,2750000
26,0,1,78,4,0,18,"USA",1995,5,70,"Will Butcher","D","L",190,-17,30,0.3846,1,14,0,0,23.1282,0.037,108,1156.4743,1,0,1,74,32,17,38,"NJD",0.925,925000
13,0,1,60,1,0,12,"FIN",1994,1,74,"Olli Maatta","D","L",206,9,14,0.2333,1,4,0,0,25.4166,0.0135,74,1115.4,1,0,1,116,42,16,97,"PIT",4.0833,4083333
26,0,0,65,3,0,44,"CAN",1992,5,73,"Colin Miller","D","R",196,0,29,0.4461,1,13,0,0,24.323,0.0229,131,1178.7538,1,0,0,64,46,22,122,"VEG",3.875,3875000
15,0.5035,1,81,15,0,54,"CZE",1994,1,75,"Radek Faksa","C","L",220,-3,30,0.3703,1,3,1,2,24.1111,0.1315,114,985.7901,1,1,1,65,29,42,103,"DAL",2.2,2200000
8,0,1,57,3,0,16,"USA",1993,4,73,"Mike Reilly","D","L",195,0,11,0.1929,1,1,0,0,23.3157,0.0297,101,1120.5438,1,0,1,53,56,13,48,"MTL",0.775,725000
11,0,0,37,2,0,10,"SWE",1991,5,71,"Tim Heed","D","R",180,9,13,0.3513,1,3,0,0,18.1351,0.0487,41,862.1081,1,0,0,31,23,11,16,"SJS",0.65,650000
