"assists","faceoffWinPctg","gameWinningGoals","gamesPlayed","goals","otGoals","penaltyMinutes","playerBirthCountry","playerBirthYear","playerDraftRoundNo","playerHeight","Player","playerPositionCode","playerShootsCatches","playerWeight","plusMinus","points","pointsPerGame","ppGoals","ppPoints","shGoals","shPoints","shiftsPerGame","shootingPctg","shots","timeOnIcePerGame","playerDrafted","Forward","LeftHand","blockedShots","giveaways","takeaways","hits","Tm","Salary","Cap.Hit"
33,0.2647,5,74,28,0,26,"USA",1984,1,71,"Zach Parise","L","L",193,-2,61,0.8243,10,16,0,2,22.5,0.1222,229,1120.0945,1,1,1,71,25,22,49,"MIN",9,7538461
41,0.5445,8,82,47,1,34,"CAN",1990,1,73,"John Tavares","C","L",209,19,88,1.0731,10,19,0,0,24.0121,0.1643,286,1145.3536,1,1,1,53,72,53,59,"TOR",15.9,1.1e+07
38,0.4098,7,71,28,1,12,"SWE",1998,1,74,"Elias Pettersson","C","L",176,3,66,0.9295,10,22,0,0,22.507,0.1944,144,1093.5774,1,1,1,51,52,41,42,"VAN",0.925,925000
64,0.4285,9,79,36,3,96,"CAN",1988,3,69,"Brad Marchand","L","L",181,15,100,1.2658,10,34,3,7,23.0506,0.1558,231,1177.4177,1,1,1,19,84,59,46,"BOS",8,6125000
41,0.5201,9,73,34,0,51,"SWE",1992,1,73,"Gabriel Landeskog","L","L",215,17,75,1.0273,10,27,0,0,23.4383,0.1399,243,1268.9178,1,1,1,64,47,46,120,"COL",6,5571429
23,0.4838,5,82,28,0,58,"USA",1990,6,75,"Anders Lee","L","L",231,20,51,0.6219,10,16,0,0,20.2926,0.1372,204,1025.2682,1,1,1,51,29,22,103,"NYI",5,3750000
47,0.5658,3,65,32,1,30,"CAN",1985,2,73,"Patrice Bergeron","C","R",195,23,79,1.2153,9,27,4,7,23.2307,0.156,205,1108.0307,1,1,0,60,27,42,43,"BOS",6.875,6875000
22,0.4574,4,72,19,1,34,"USA",1994,1,73,"Alex Galchenyuk","C","L",207,-19,41,0.5694,9,21,0,0,20.625,0.1194,159,943.8611,1,1,1,34,40,28,62,"ARI",4.9,4900000
47,0.5386,8,82,33,2,18,"CAN",1992,1,73,"Tyler Seguin","C","R",200,17,80,0.9756,9,27,0,0,27.7804,0.0988,334,1244.9024,1,1,0,47,55,47,74,"DAL",6.5,5750000
51,0.4568,5,68,21,0,89,"RUS",1986,1,75,"Evgeni Malkin","C","L",195,-25,72,1.0588,9,26,0,0,22.8529,0.1122,187,1128.2352,1,1,1,33,84,64,54,"PIT",9.5,9500000
51,0.5432,5,81,27,0,20,"SWE",1994,1,73,"Elias Lindholm","C","R",195,30,78,0.9629,9,26,1,4,25.4567,0.1483,182,1202.3086,1,1,0,39,46,50,82,"CGY",4.85,4850000
46,0.5632,5,82,35,2,40,"CAN",1988,1,74,"Jonathan Toews","C","L",201,2,81,0.9878,9,23,1,1,25.4878,0.1489,235,1260.4146,1,1,1,44,52,72,42,"CHI",12,10500000
66,0.2,7,81,44,3,22,"USA",1988,1,70,"Patrick Kane","R","L",177,2,110,1.358,9,30,0,0,23.6049,0.129,341,1349.3456,1,1,1,18,54,42,21,"CHI",12,10500000
29,0.0588,3,72,22,2,24,"USA",1984,1,72,"Dustin Brown","R","R",210,-17,51,0.7083,9,12,1,2,25.3194,0.1222,180,1224.3611,1,1,0,29,44,31,150,"LAK",5.5,5875000
75,0.4662,9,78,41,3,20,"CAN",1997,1,73,"Connor McDavid","C","L",193,3,116,1.4871,9,33,1,2,25.6153,0.1708,240,1370.2307,1,1,1,30,89,99,39,"EDM",15,12500000
30,0.3801,5,82,23,0,44,"CAN",1981,1,73,"Justin Williams","R","R",184,-4,53,0.6463,9,14,0,0,22.1219,0.097,237,1046.5609,1,1,0,32,88,63,55,"CAR",4,4500000
51,0.387,3,76,21,2,50,"RUS",1992,1,74,"Evgeny Kuznetsov","C","L",204,7,72,0.9473,8,23,0,0,19.8421,0.1088,193,1127.4473,1,1,1,20,62,46,46,"WSH",10,7800000
21,0.5454,4,66,27,0,18,"USA",1989,1,75,"James van Riemsdyk","L","L",217,-10,48,0.7272,8,13,0,0,20.3333,0.1616,167,996.2121,1,1,1,16,19,25,34,"PHI",8,7e+06
41,0.4511,3,82,28,0,26,"CAN",1993,1,72,"Ryan Nugent-Hopkins","C","L",184,-13,69,0.8414,8,26,1,3,24.3536,0.1346,208,1206.1341,1,1,1,40,56,59,69,"EDM",6,6e+06
28,0.3157,8,80,41,0,20,"USA",1989,6,68,"Cam Atkinson","R","R",179,3,69,0.8625,8,14,4,4,24.3875,0.1389,295,1162.675,1,1,0,25,45,47,27,"CBJ",7.375,5875000
54,0.47,2,77,28,2,26,"USA",1996,1,74,"Jack Eichel","C","R",200,-11,82,1.0649,8,26,0,0,22.8051,0.0924,303,1226.4805,1,1,0,51,76,38,70,"BUF",10,1e+07
24,0.5272,3,82,18,0,24,"CAN",1990,3,72,"Adam Henrique","C","L",197,-5,42,0.5121,8,13,0,1,21.6097,0.1475,122,987.0731,1,1,1,71,26,39,78,"ANA",5.5,4e+06
26,0.4904,2,78,27,0,56,"CAN",1989,5,74,"Jamie Benn","L","L",205,14,53,0.6794,8,11,0,0,25.2307,0.1428,189,1093.6153,1,1,1,71,80,44,142,"DAL",13,9500000
43,0.5706,5,80,33,1,34,"USA",1992,1,75,"Sean Couturier","C","L",211,2,76,0.95,8,17,1,1,26.7875,0.1479,223,1327.625,1,1,1,60,48,47,40,"PHI",4.25,4333333
55,0.4186,1,82,21,1,12,"FIN",1994,1,71,"Teuvo Teravainen","L","L",191,30,76,0.9268,8,24,1,5,23.1463,0.1257,167,1075.0365,1,1,1,23,64,55,35,"CAR",2.86,2860000
16,0.3181,1,73,22,0,32,"CAN",1990,2,76,"Alex Chiasson","R","R",208,-1,38,0.5205,8,15,1,2,21.5342,0.1788,123,1018.2191,1,1,0,31,27,28,85,"EDM",0.65,650000
23,0.5215,7,82,40,3,36,"CAN",1992,1,71,"Jeff Skinner","L","L",187,0,63,0.7682,8,16,0,0,20.9878,0.1492,268,1111.0853,1,1,1,24,39,56,31,"BUF",6,5725000
23,0.44,1,67,25,1,30,"CAN",1994,1,77,"Anthony Mantha","R","L",225,-8,48,0.7164,7,13,0,0,21.4328,0.1262,198,1069.6268,1,1,1,23,60,37,67,"DET",3.3,3300000
32,0.4764,5,82,24,0,16,"SWE",1993,2,73,"William Karlsson","C","L",189,1,56,0.6829,7,14,1,3,21.1829,0.142,169,1130.817,1,1,1,55,41,73,51,"VEG",5.25,5250000
24,0.375,2,79,28,0,57,"USA",1991,1,75,"Chris Kreider","L","L",220,4,52,0.6582,7,12,0,0,22.5696,0.1393,201,1044.3544,1,1,1,49,52,31,159,"NYR",4.5,4625000
14,0.1333,3,74,19,0,14,"CAN",1995,3,71,"Anthony Duclair","L","L",191,-2,33,0.4459,7,8,0,0,17.3783,0.1439,132,762.054,1,1,1,33,29,33,32,"OTT",0.65,650000
18,0.45,5,78,19,0,17,"CAN",1990,1,71,"Jordan Eberle","R","R",187,-6,37,0.4743,7,12,0,0,19.4102,0.1187,160,991.6153,1,1,0,35,40,34,36,"NYI",6,6e+06
22,0.1428,4,64,28,1,26,"SWE",1994,1,73,"Filip Forsberg","L","R",205,8,50,0.7812,7,10,2,2,24.6406,0.129,217,1116.9843,1,1,0,29,67,69,100,"NSH",6,6e+06
30,0.5107,6,81,22,0,34,"CAN",1984,1,76,"Eric Staal","C","L",207,-7,52,0.6419,7,15,0,1,20.9259,0.1023,215,1087.5185,1,1,1,28,39,49,41,"MIN",3.5,3500000
15,0.4701,2,78,14,0,41,"USA",1988,1,72,"Kyle Okposo","R","R",219,-9,29,0.3717,7,11,0,0,17.4487,0.0952,147,827.1153,1,1,0,27,27,17,87,"BUF",6,6e+06
67,0,6,82,16,2,34,"CAN",1985,1,77,"Brent Burns","D","R",230,13,83,1.0121,7,28,1,5,26.8292,0.0533,300,1505.9512,1,0,0,105,118,88,90,"SJS",10,8e+06
6,0.5105,4,73,18,0,38,"USA",1984,1,78,"Brian Boyle","C","L",245,-14,24,0.3287,7,9,1,2,17.1917,0.1463,123,806.1369,1,1,1,50,17,22,145,"NSH",2.5,2550000
27,0.3076,1,78,15,0,35,"USA",1987,1,74,"Bobby Ryan","R","R",209,-29,42,0.5384,7,16,0,0,20.0384,0.0937,160,940.9358,1,1,0,49,48,50,77,"OTT",7.5,7250000
34,0.5366,3,82,27,2,33,"CAN",1995,1,72,"Bo Horvat","C","L",215,-4,61,0.7439,7,18,2,3,27.0365,0.1189,227,1250.1341,1,1,1,63,38,28,62,"VAN",7,5500000
41,0.545,4,76,32,4,75,"USA",1996,1,73,"Dylan Larkin","C","L",198,-6,73,0.9605,7,15,2,3,25.9605,0.1114,287,1310.5263,1,1,1,38,100,69,80,"DET",6.75,6100000
43,0.375,7,70,29,1,54,"RUS",1986,1,73,"Alexander Radulov","R","L",205,22,72,1.0285,7,23,0,0,25.2571,0.1387,209,1186.9714,1,1,1,83,74,43,60,"DAL",8,6250000
17,0.28,1,64,21,0,13,"RUS",1995,3,75,"Pavel Buchnevich","R","L",196,-10,38,0.5937,7,12,0,0,19.2968,0.1764,119,910.4843,1,1,1,20,43,29,60,"NYR",0.925,925000
37,0,1,82,8,1,44,"CAN",1989,1,73,"Drew Doughty","D","R",202,-34,45,0.5487,7,24,0,1,29.1829,0.0519,154,1595.7073,1,0,0,120,105,23,168,"LAK",7.65,7e+06
21,0.1538,5,81,21,1,28,"USA",1992,2,71,"Jason Zucker","L","L",183,-9,42,0.5185,7,14,0,0,20.1851,0.0981,214,1024.7777,1,1,1,38,31,47,87,"MIN",5,5500000
23,0.4545,1,57,23,0,46,"CAN",1988,1,72,"David Perron","L","R",200,3,46,0.807,7,14,0,0,20.8596,0.2053,112,1025.7192,1,1,0,13,17,41,52,"STL",4.75,4e+06
53,0,2,82,9,0,50,"USA",1986,4,73,"Keith Yandle","D","L",191,-17,62,0.756,7,39,0,0,28.0975,0.0452,199,1346.6097,1,0,1,76,110,27,47,"FLA",7.5,6350000
52,0.4864,5,80,22,1,30,"SWE",1987,1,73,"Nicklas Backstrom","C","L",210,2,74,0.925,7,25,0,0,21.9875,0.1301,169,1197.1625,1,1,1,30,62,53,54,"WSH",7.5,6700000
19,0.5,2,69,18,0,26,"SWE",1987,7,71,"Patric Hornqvist","R","R",189,-3,37,0.5362,6,12,0,0,20.4637,0.0913,197,928.5797,1,1,0,34,18,25,150,"PIT",5.3,5300000
53,0.484,4,81,20,1,16,"CZE",1986,2,72,"David Krejci","C","R",188,7,73,0.9012,6,16,0,0,20.9753,0.1438,139,1060.6913,1,1,0,24,44,54,28,"BOS",7.5,7250000
40,0.4516,4,77,33,1,27,"CAN",1992,6,76,"Mark Stone","R","R",219,17,73,0.948,6,20,1,1,23.1428,0.1658,199,1193.1168,1,1,0,71,62,122,72,"VEG",7.35,7350000
29,0.4097,4,69,25,0,36,"USA",1986,1,71,"T.J. Oshie","R","R",195,5,54,0.7826,6,14,1,1,20.6086,0.1748,143,1116.6666,1,1,0,55,38,46,133,"WSH",7.5,5750000
30,0.4333,3,69,26,1,22,"USA",1997,1,73,"Brock Boeser","R","R",208,-2,56,0.8115,6,15,0,0,23.4927,0.1244,209,1149.826,1,1,0,22,33,40,14,"VAN",0.925,925000
37,0.4838,3,78,20,0,20,"CAN",1997,1,75,"Dylan Strome","C","L",200,-8,57,0.7307,6,16,0,0,19.3717,0.1379,145,969.2564,1,1,1,46,34,47,13,"CHI",0.8325,863333
23,0.315,3,71,17,0,58,"CAN",1992,5,73,"Micheal Ferland","L","L",217,13,40,0.5633,6,13,0,0,19.8028,0.1089,156,845.6901,1,1,1,19,48,36,182,"CAR",1.8,1750000
43,0.463,3,81,27,0,22,"CAN",1989,1,73,"Logan Couture","C","L",200,-6,70,0.8641,6,18,2,2,24.3209,0.1323,204,1115.6913,1,1,1,52,36,71,65,"SJS",6,6e+06
49,0.5685,5,82,28,2,12,"CAN",1991,2,73,"Ryan O'Reilly","C","L",216,22,77,0.939,6,22,1,3,25.6463,0.1196,234,1245.5243,1,1,1,36,33,94,31,"STL",8.5,7500000
39,0.5531,1,73,31,0,8,"CAN",1991,1,71,"Matt Duchene","C","L",195,-3,70,0.9589,6,14,0,0,21.9315,0.1802,172,1130.0547,1,1,1,40,68,50,28,"CBJ",6.5,6e+06
59,0.25,8,79,28,4,23,"RUS",1991,NA,71,"Artemi Panarin","L","R",168,14,87,1.1012,6,18,0,0,22.9873,0.1465,191,1191.3924,0,1,0,17,56,31,14,"CBJ",6,6e+06
30,0.5522,3,82,23,0,30,"CHE",1992,1,74,"Nino Niederreiter","R","L",218,-4,53,0.6463,6,15,0,0,19.9634,0.125,184,973.5121,1,1,1,20,39,51,94,"CAR",6.075,5250000
24,0,3,82,11,0,47,"USA",1992,2,72,"Justin Faulk","D","R",217,9,35,0.4268,6,10,0,0,26.2195,0.0506,217,1345.4268,1,0,0,121,66,47,156,"CAR",6,4833333
25,0.3541,2,69,18,1,27,"SWE",1993,1,73,"Rickard Rakell","L","R",202,-13,43,0.6231,6,13,0,0,22.1159,0.0927,194,1108.3623,1,1,0,38,60,41,82,"ANA",3.8,3789444
36,0.3333,4,82,40,1,26,"USA",1994,3,71,"Jake Guentzel","L","L",180,13,76,0.9268,6,11,1,1,24.4878,0.1762,227,1161.0365,1,1,1,47,42,45,105,"PIT",0.7925,734167
36,0.3157,2,78,30,2,55,"CHE",1996,1,72,"Timo Meier","R","L",210,9,66,0.8461,6,10,0,1,22.1794,0.12,250,1018.3589,1,1,1,40,38,49,99,"SJS",0.8325,894167
63,0.3333,8,82,36,3,24,"USA",1993,4,69,"Johnny Gaudreau","L","L",165,18,99,1.2073,6,27,0,0,23.4512,0.1469,245,1204.4512,1,1,1,12,124,58,12,"CGY",6.75,6750000
13,0.2352,2,79,17,0,99,"CAN",1988,2,74,"Wayne Simmonds","R","R",185,-16,30,0.3797,5,8,0,0,19.367,0.1082,157,939.9746,1,1,0,28,38,27,137,"NSH",5,3975000
24,0.387,3,80,23,0,12,"USA",1992,2,73,"Brandon Saad","L","L",206,-9,47,0.5875,5,6,3,3,23.2875,0.1179,195,1061.3125,1,1,1,25,36,35,52,"CHI",6.75,6e+06
27,0.5816,3,80,19,1,20,"CAN",1985,1,74,"Travis Zajac","C","R",185,-25,46,0.575,5,12,2,2,22.725,0.1583,120,1156.25,1,1,0,38,33,63,66,"NJD",6.5,5750000
15,0.3846,2,65,12,0,8,"USA",1989,1,73,"Colin Wilson","C","L",221,-6,27,0.4153,5,7,0,0,18.1846,0.1153,104,813.7538,1,1,1,31,10,16,55,"COL",4,3937500
23,0,1,82,8,0,18,"USA",1994,4,75,"Jaccob Slavin","D","L",207,0,31,0.378,5,7,1,2,26.8658,0.0547,146,1382.2682,1,0,1,133,60,86,70,"CAR",5.5,5300000
30,0,2,81,14,0,52,"SWE",1991,1,74,"Oliver Ekman-Larsson","D","L",200,-16,44,0.5432,5,19,1,3,27.5432,0.0795,176,1418.358,1,0,1,52,65,32,162,"ARI",7,5500000
35,0,4,82,9,0,34,"SWE",2000,1,75,"Rasmus Dahlin","D","L",190,-13,44,0.5365,5,20,0,0,23.2317,0.0508,177,1269.3292,1,0,1,66,79,38,97,"BUF",0.925,925000
24,0,1,82,13,1,47,"CAN",1996,1,76,"Aaron Ekblad","D","R",220,1,37,0.4512,5,10,0,0,30.0975,0.0722,180,1418.6463,1,0,0,88,122,47,114,"FLA",7,7500000
27,0.4743,2,71,14,1,24,"USA",1997,1,72,"Colin White","C","R",183,-24,41,0.5774,5,8,0,0,20.4929,0.1138,123,971.9154,1,1,0,35,38,21,23,"OTT",0.925,925000
30,0.4105,5,78,26,2,29,"USA",1992,7,72,"Ryan Dzingel","C","L",190,-9,56,0.7179,5,11,0,0,20.2948,0.1635,159,1008.8974,1,1,1,38,39,25,54,"CBJ",2.1,1800000
35,0,5,64,10,0,12,"SWE",1992,5,74,"John Klingberg","D","R",180,6,45,0.7031,5,20,0,0,26.8593,0.0653,153,1471.8281,1,0,0,77,79,26,42,"DAL",4.5,4250000
26,0.4339,1,75,30,0,153,"CAN",1991,1,74,"Evander Kane","L","L",210,-4,56,0.7466,5,11,1,2,23.12,0.1119,268,1104.6266,1,1,1,25,38,48,173,"SJS",9,7e+06
15,0.4354,0,77,9,0,4,"USA",1997,1,73,"Jack Roslovic","C","R",187,-2,24,0.3116,5,7,0,0,13.1818,0.1216,74,584.5974,1,1,0,21,18,25,32,"WPG",0.925,894166
26,0.5335,5,80,22,1,66,"CAN",1991,NA,69,"Yanni Gourde","C","L",172,9,48,0.6,5,9,1,2,19.9625,0.1692,130,950.3,0,1,1,30,40,50,83,"TBL",1,1e+06
19,0,3,58,14,0,28,"CAN",1985,2,76,"Shea Weber","D","R",229,15,33,0.5689,5,6,0,0,27.1034,0.0843,166,1409.0172,1,0,0,110,67,17,129,"MTL",6,7857143
20,0.5126,1,76,13,0,42,"CAN",1985,1,75,"Jeff Carter","C","R",219,-20,33,0.4342,5,13,1,2,24.0394,0.0747,174,1089.4736,1,1,0,30,40,23,80,"LAK",5,5272727
21,0,1,82,11,0,33,"FIN",1994,3,75,"Esa Lindell","D","L",215,14,32,0.3902,4,7,2,2,28.2195,0.0833,132,1459.5975,1,0,1,161,92,30,143,"DAL",2.2,2200000
33,0.2564,4,80,25,0,34,"SVK",1990,2,70,"Tomas Tatar","L","L",182,21,58,0.725,4,8,0,0,21.7125,0.1282,195,984.5625,1,1,1,30,44,52,77,"MTL",4.981132,4800000
26,0.5249,5,82,15,1,26,"CAN",1987,1,72,"Bryan Little","C","R",191,-12,41,0.5,4,7,0,2,20.9634,0.119,126,949.9634,1,1,0,29,21,36,62,"WPG",6.5,5291666
37,0.475,5,72,17,1,40,"CAN",1991,1,73,"Brayden Schenn","C","L",200,3,54,0.75,4,12,0,0,22.8055,0.1069,159,1115.3888,1,1,1,31,42,51,111,"STL",5,5125000
16,0.5081,1,55,7,1,33,"CAN",1989,1,73,"Kyle Turris","C","R",190,-6,23,0.4181,4,6,0,0,20.1636,0.0897,78,941.5272,1,1,0,15,26,19,24,"NSH",6,6e+06
14,0.5555,2,71,13,0,93,"CAN",1996,1,73,"Sam Bennett","C","L",195,-6,27,0.3802,4,6,0,0,17.9718,0.113,115,797.3943,1,1,1,27,38,25,121,"CGY",1.95,1950000
12,0.4887,2,61,13,0,15,"CZE",1997,1,75,"Pavel Zacha","C","L",210,-6,25,0.4098,4,6,2,3,20.0655,0.1313,99,964.7704,1,1,1,24,31,28,68,"NJD",0.8325,894167
28,0.552,5,73,16,0,43,"CAN",1990,1,72,"Nazem Kadri","C","L",192,-2,44,0.6027,4,13,0,0,20.5342,0.0869,184,971.3835,1,1,1,13,47,42,85,"TOR",4.5,4500000
15,0.4905,3,82,15,0,44,"CAN",1988,6,70,"Mathieu Perreault","L","L",188,-1,30,0.3658,4,7,0,0,16.4634,0.1578,95,733.9268,1,1,1,25,17,31,127,"WPG",4,4125000
34,0.4942,4,75,13,0,30,"USA",1993,1,73,"J.T. Miller","C","L",218,8,47,0.6266,4,20,0,0,18.1333,0.1203,108,879.8933,1,1,1,23,38,42,115,"TBL",5.25,5250000
23,0.4899,3,71,22,1,75,"USA",1999,1,75,"Brady Tkachuk","L","L",196,-10,45,0.6338,4,10,0,0,20.3098,0.1028,214,961.4929,1,1,1,26,39,22,174,"OTT",0.925,925000
15,0.3767,3,70,11,0,14,"CAN",1998,1,71,"Tyson Jost","C","L",191,-2,26,0.3714,4,5,0,0,16.3285,0.0964,114,780.3571,1,1,1,35,8,29,48,"COL",0.925,885833
34,0.7142,1,74,19,0,14,"CAN",1991,3,72,"Reilly Smith","R","L",185,13,53,0.7162,4,14,1,4,21.1216,0.1067,178,1096.2972,1,1,1,33,54,67,39,"VEG",6,5e+06
16,0.4758,2,81,19,2,64,"CAN",1993,1,73,"Ryan Strome","C","R",194,-3,35,0.432,4,7,0,0,20.4691,0.1727,110,934.2345,1,1,0,36,53,37,76,"NYR",3,3100000
20,0.28,1,64,16,0,26,"AUT",1984,1,74,"Thomas Vanek","L","R",214,-12,36,0.5625,4,11,0,0,18.5625,0.1481,108,846.6875,1,1,0,13,41,20,38,"DET",3,3e+06
27,0.5603,1,78,15,0,38,"CAN",1994,5,70,"Alexander Kerfoot","C","L",175,-9,42,0.5384,4,16,0,0,19.0512,0.1293,116,892.9487,1,1,1,29,30,22,22,"COL",0.925,925000
16,0.4918,3,66,16,0,31,"USA",1995,2,72,"J.T. Compher","L","R",193,-8,32,0.4848,4,9,3,3,21.8333,0.1355,118,1048.5454,1,1,0,59,23,23,33,"COL",0.925,925000
17,0.4814,2,76,21,0,20,"USA",1989,4,73,"Craig Smith","R","R",208,11,38,0.5,4,8,0,0,20.3289,0.1024,205,907.5526,1,1,0,33,39,43,77,"NSH",4.5,4250000
29,1,0,82,14,0,20,"CAN",1989,6,69,"Jared Spurgeon","D","R",167,-1,43,0.5243,4,11,0,1,26.4634,0.0921,152,1448.6829,1,0,0,145,23,30,91,"MIN",5.5,5187500
25,1,1,79,12,1,20,"CAN",1995,1,74,"Shea Theodore","D","L",195,-4,37,0.4683,4,9,0,1,24.5316,0.0594,202,1206.2025,1,0,1,91,59,82,27,"VEG",5.2,5200000
10,0.3593,0,62,8,0,29,"CAN",1999,1,78,"Michael Rasmussen","C","L",221,-8,18,0.2903,4,4,0,0,16.3548,0.1081,74,724.5645,1,1,1,28,29,12,84,"DET",0.925,894166
19,0.4509,4,82,33,0,49,"CAN",1992,5,69,"Brendan Gallagher","R","R",184,10,52,0.6341,4,7,0,0,21.6463,0.1092,302,983.817,1,1,0,31,30,57,126,"MTL",3,3750000
21,0.5123,3,82,16,0,28,"CAN",1979,1,74,"Patrick Marleau","C","L",218,-6,37,0.4512,4,10,0,0,21.6341,0.0993,161,980.6707,1,1,1,41,22,31,74,"TOR",6,6250000
18,0,3,80,10,1,15,"CAN",1993,3,78,"Colton Parayko","D","R",230,20,28,0.35,4,8,0,1,29.1125,0.0568,176,1367.0125,1,0,0,157,43,33,127,"STL",6.5,5500000
18,0.3962,5,66,22,1,36,"USA",1988,1,74,"Max Pacioretty","L","L",206,-13,40,0.606,4,8,0,0,18.3939,0.1151,191,1020.0757,1,1,1,20,38,39,119,"VEG",4.5,4050000
44,0.4487,2,82,28,0,80,"CAN",1995,1,70,"Max Domi","C","L",193,20,72,0.878,4,11,0,0,21.3536,0.1379,203,1042.9146,1,1,1,39,70,47,53,"MTL",3.15,3150000
20,0.5588,3,78,14,1,12,"USA",1992,NA,68,"Conor Sheary","L","L",176,-18,34,0.4358,4,6,0,0,18.9743,0.0952,147,877.2307,0,1,1,29,31,35,29,"BUF",3,3e+06
28,0,2,78,9,1,22,"USA",1993,3,71,"Shayne Gostisbehere","D","L",180,-20,37,0.4743,4,14,0,0,22.7179,0.05,180,1179.5512,1,0,1,102,53,20,46,"PHI",6,4500000
46,0.4,2,78,20,0,25,"CZE",1989,1,74,"Jakub Voracek","R","L",214,-16,66,0.8461,4,18,0,0,22.782,0.0952,210,1120.3333,1,1,1,29,58,32,17,"PHI",9.25,8250000
43,0,3,79,17,2,34,"SWE",1992,4,72,"Erik Gustafsson","D","L",197,-6,60,0.7594,4,18,0,0,25.5569,0.1062,160,1355.0759,1,0,1,115,77,34,100,"CHI",1,1200000
24,0,2,56,10,2,54,"SWE",1986,3,75,"Alexander Edler","D","L",212,3,34,0.6071,4,17,0,1,30.0535,0.0781,128,1474.1964,1,0,1,166,38,13,127,"VAN",4.5,5e+06
18,0.4444,1,64,16,1,10,"RUS",1983,1,75,"Ilya Kovalchuk","L","R",222,-26,34,0.5312,4,9,0,0,19.7343,0.1134,141,973.9531,1,1,0,19,43,21,28,"LAK",8.5,6250000
25,0.3181,3,82,24,1,40,"CAN",1997,1,70,"Travis Konecny","R","R",175,-4,49,0.5975,4,8,0,0,20.1463,0.1318,182,915.6097,1,1,0,45,49,38,65,"PHI",0.8325,894167
7,0,1,42,5,0,8,"CAN",1988,NA,69,"Brad Hunt","D","L",187,-2,12,0.2857,4,8,0,0,18.3571,0.0666,75,893.4047,0,0,1,28,14,22,18,"MIN",0.65,650000
28,0.4713,3,63,19,0,71,"CAN",1991,5,71,"Andrew Shaw","R","R",182,17,47,0.746,3,6,0,0,20.1111,0.1407,135,954.9047,1,1,0,36,24,16,128,"MTL",4,3900000
28,0.3333,1,48,12,0,24,"NOR",1987,NA,68,"Mats Zuccarello","C","L",184,-8,40,0.8333,3,15,0,0,23.5208,0.1153,104,1191.0833,0,1,1,43,29,38,57,"DAL",3.15,3150000
24,0.4285,4,76,30,1,38,"CAN",1994,4,74,"Andreas Athanasiou","C","L",188,-9,54,0.7105,3,11,0,0,22.0657,0.1388,216,1018.4736,1,1,1,26,47,26,33,"DET",3,3e+06
9,0.2941,1,80,18,0,25,"CAN",1992,1,73,"Tanner Pearson","L","L",201,-15,27,0.3375,3,5,0,0,20.3125,0.1224,147,843.0625,1,1,1,41,23,21,128,"VAN",3.8,3750000
52,0,5,82,20,2,14,"CAN",1994,1,73,"Morgan Rielly","D","L",221,24,72,0.878,3,21,0,0,28.8292,0.0896,223,1387.3292,1,0,1,114,94,60,61,"TOR",5,5e+06
23,0.3684,3,73,20,0,32,"SWE",1994,7,70,"Andreas Johnsson","L","L",181,14,43,0.589,3,6,0,0,19.2602,0.1538,130,820.1095,1,1,1,36,20,25,60,"TOR",0.7875,787500
19,0.3725,4,73,24,1,28,"SWE",1990,2,73,"Jakob Silfverberg","R","R",204,-9,43,0.589,3,11,2,3,22.452,0.1472,163,1025.9589,1,1,0,43,27,27,38,"ANA",3.75,3750000
23,0.3786,3,72,16,0,14,"USA",1994,6,69,"Vinnie Hinostroza","C","R",173,-4,39,0.5416,3,5,0,0,20.7916,0.1052,152,916.0555,1,1,0,41,34,28,69,"ARI",1.5,1500000
33,0,4,82,13,2,28,"USA",1987,2,75,"Jeff Petry","D","R",197,-5,46,0.5609,3,11,0,1,26.6463,0.0755,172,1387.1585,1,0,0,123,129,39,190,"MTL",5,5500000
24,0.4409,0,70,9,0,14,"CAN",1999,1,72,"Robert Thomas","C","R",188,-2,33,0.4714,3,7,0,0,16.8714,0.1125,80,784.3571,1,1,0,22,30,36,13,"STL",0.925,894166
42,0,1,82,8,1,58,"USA",1994,1,75,"Jacob Trouba","D","R",202,8,50,0.6097,3,18,1,3,24.3536,0.0493,162,1372.6829,1,0,0,171,86,48,112,"WPG",5.5,5500000
11,0.4255,2,80,9,0,74,"CAN",1987,5,73,"Ryan Reaves","R","R",225,1,20,0.25,3,3,0,0,13.2875,0.0947,95,652.3625,1,1,0,24,11,37,305,"VEG",2.775,2775000
26,0.3333,4,73,21,1,36,"CAN",1995,2,72,"Tyler Bertuzzi","L","L",190,11,47,0.6438,3,6,0,0,21.1917,0.1603,131,990.9726,1,1,1,39,43,34,76,"DET",1.4,1400000
18,0.5471,2,63,22,0,128,"CAN",1994,1,76,"Tom Wilson","R","R",218,11,40,0.6349,3,5,2,2,21.2698,0.1692,130,1088.5555,1,1,0,52,44,43,200,"WSH",6.1,5166666
28,0,3,82,9,1,22,"CAN",1994,1,74,"Ryan Pulock","D","R",217,21,37,0.4512,3,9,0,0,27.7804,0.05,180,1341.817,1,0,0,148,68,35,143,"NYI",1.35,2e+06
35,0.4204,3,81,18,1,26,"CAN",1995,1,72,"Jonathan Drouin","L","L",193,-8,53,0.6543,3,16,0,0,21.0617,0.0947,190,1015.8765,1,1,1,23,48,50,55,"MTL",5.5,5500000
53,0.4858,7,82,30,3,26,"FIN",1997,2,72,"Sebastian Aho","C","L",176,25,83,1.0121,3,24,4,5,24.4878,0.1234,243,1209.0487,1,1,1,34,64,81,65,"CAR",0.925,925000
